# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1     736     0.00000     0.00000    -0.01027   -1.861062832   -0.915685724    0.945377109
     1     737     0.00000     0.00000     0.00000   -1.802514527   -0.854240161    0.948274366
     1     737     0.00000     0.00000     0.01027   -1.734895952   -0.782356465    0.952539487
     1     737     0.00000     0.00000     0.02055   -1.675571159   -0.740487693    0.935083466
     1     737     0.00000     0.00000     0.03082   -1.729991797   -0.811262459    0.918729338
     1     737     0.00000     0.00000     0.04110   -1.756147618   -0.817565403    0.938582215
     1     737     0.00000     0.00000    -0.03082   -1.729991797   -0.811262459    0.918729338
     1     737     0.00000     0.00000    -0.02055   -1.675571159   -0.740487693    0.935083466
     1     737     0.00000     0.00000    -0.01027   -1.734895952   -0.782356465    0.952539487
     1     738     0.00000     0.00000     0.00000   -1.802371104   -0.854062548    0.948308556
     1     738     0.00000     0.00000     0.01027   -1.734441580   -0.777947771    0.956493809
     1     738     0.00000     0.00000     0.02055   -1.660882806   -0.604285837    1.056596969
     1     738     0.00000     0.00000     0.03082   -1.696486012   -0.755636129    0.940849883
     1     738     0.00000     0.00000     0.04110   -1.755982976   -0.817369167    0.938613809
     1     738     0.00000     0.00000    -0.03082   -1.696486012   -0.755636129    0.940849883
     1     738     0.00000     0.00000    -0.02055   -1.660882806   -0.604285837    1.056596969
     1     738     0.00000     0.00000    -0.01027   -1.734441580   -0.777947771    0.956493809
     1     739     0.00000     0.00000     0.00000   -1.675109186   -0.623358621    1.051750565
     1     739     0.00000     0.00000     0.01027   -1.674067707   -0.621641393    1.052426314
     1     739     0.00000     0.00000     0.02055   -1.659452977   -0.680681576    0.978771402
     1     739     0.00000     0.00000     0.03082   -1.635793380   -0.574780525    1.061012855
     1     739     0.00000     0.00000     0.04110   -1.599502762   -0.537849495    1.061653267
     1     739     0.00000     0.00000    -0.03082   -1.635793380   -0.574780525    1.061012855
     1     739     0.00000     0.00000    -0.02055   -1.659452977   -0.680681576    0.978771402
     1     739     0.00000     0.00000    -0.01027   -1.674067707   -0.621641393    1.052426314
     1     740     0.00000     0.00000     0.00000   -1.674969824   -0.623147313    1.051822511
     1     740     0.00000     0.00000     0.01027   -1.663662944   -0.611342094    1.052320850
     1     740     0.00000     0.00000     0.02055   -1.644861869   -0.624975890    1.019885980
     1     740     0.00000     0.00000     0.03082   -1.615540967   -0.593815967    1.021725000
     1     740     0.00000     0.00000     0.04110   -1.599305900   -0.537649602    1.061656298
     1     740     0.00000     0.00000    -0.03082   -1.615540967   -0.593815967    1.021725000
     1     740     0.00000     0.00000    -0.02055   -1.644861869   -0.624975890    1.019885980
     1     740     0.00000     0.00000    -0.01027   -1.663662944   -0.611342094    1.052320850
