       Step     Time          Energy          fmax
LBFGS:    0 19:21:46      -34.691710        1.207741
LBFGS:    1 19:21:46      -34.806730        1.105849
LBFGS:    2 19:21:47      -34.953718        1.486793
LBFGS:    3 19:21:47      -35.197045        0.463907
LBFGS:    4 19:21:48      -35.242930        0.277248
LBFGS:    5 19:21:48      -35.260572        0.322979
LBFGS:    6 19:21:49      -35.275582        0.351094
LBFGS:    7 19:21:49      -35.353194        0.371985
LBFGS:    8 19:21:50      -35.384212        0.295170
LBFGS:    9 19:21:50      -35.398926        0.198240
LBFGS:   10 19:21:51      -35.405967        0.096991
LBFGS:   11 19:21:51      -35.407559        0.104379
LBFGS:   12 19:21:52      -35.410778        0.130024
LBFGS:   13 19:21:52      -35.415748        0.136582
LBFGS:   14 19:21:53      -35.421175        0.107381
LBFGS:   15 19:21:53      -35.424472        0.056623
LBFGS:   16 19:21:53      -35.425768        0.014892
LBFGS:   17 19:21:54      -35.425887        0.012246
LBFGS:   18 19:21:54      -35.425905        0.012191
LBFGS:   19 19:21:55      -35.425961        0.012328
LBFGS:   20 19:21:55      -35.426091        0.013246
LBFGS:   21 19:21:56      -35.426429        0.016057
LBFGS:   22 19:21:56      -35.427192        0.020889
LBFGS:   23 19:21:57      -35.428653        0.024880
LBFGS:   24 19:21:57      -35.430439        0.021303
LBFGS:   25 19:21:58      -35.431323        0.010300
LBFGS:   26 19:21:58      -35.431496        0.002530
