       Step     Time          Energy          fmax
LBFGS:    0 19:56:39      -34.767831        1.206146
LBFGS:    1 19:56:40      -34.878893        1.103227
LBFGS:    2 19:56:40      -35.029970        1.403754
LBFGS:    3 19:56:41      -35.249468        0.459705
LBFGS:    4 19:56:41      -35.291541        0.265040
LBFGS:    5 19:56:42      -35.306820        0.308141
LBFGS:    6 19:56:42      -35.320034        0.339692
LBFGS:    7 19:56:43      -35.400603        0.399076
LBFGS:    8 19:56:43      -35.439048        0.331253
LBFGS:    9 19:56:44      -35.457642        0.223173
LBFGS:   10 19:56:44      -35.468834        0.097712
LBFGS:   11 19:56:45      -35.470369        0.087188
LBFGS:   12 19:56:45      -35.472064        0.107395
LBFGS:   13 19:56:46      -35.475529        0.119686
LBFGS:   14 19:56:46      -35.479697        0.102756
LBFGS:   15 19:56:47      -35.482650        0.058992
LBFGS:   16 19:56:47      -35.483895        0.019521
LBFGS:   17 19:56:48      -35.484064        0.014992
LBFGS:   18 19:56:48      -35.484095        0.014676
LBFGS:   19 19:56:49      -35.484178        0.014822
LBFGS:   20 19:56:49      -35.484360        0.016787
LBFGS:   21 19:56:50      -35.484846        0.022703
LBFGS:   22 19:56:50      -35.485915        0.031808
LBFGS:   23 19:56:50      -35.487911        0.038377
LBFGS:   24 19:56:51      -35.490143        0.031338
LBFGS:   25 19:56:51      -35.491143        0.014101
LBFGS:   26 19:56:52      -35.491331        0.003305
