       Step     Time          Energy          fmax
LBFGS:    0 19:55:23      -33.404797        1.947800
LBFGS:    1 19:55:23      -33.664296        1.790114
LBFGS:    2 19:55:24      -34.138626        1.809951
LBFGS:    3 19:55:24      -34.339215        0.812299
LBFGS:    4 19:55:25      -34.412141        0.375299
LBFGS:    5 19:55:25      -34.432483        0.461905
LBFGS:    6 19:55:26      -34.452673        0.528439
LBFGS:    7 19:55:26      -34.576044        0.643438
LBFGS:    8 19:55:27      -34.644241        0.431007
LBFGS:    9 19:55:27      -34.672245        0.242136
LBFGS:   10 19:55:28      -34.680768        0.167674
LBFGS:   11 19:55:28      -34.686704        0.208774
LBFGS:   12 19:55:28      -34.705076        0.333717
LBFGS:   13 19:55:29      -34.762538        0.583931
LBFGS:   14 19:55:29      -34.781669        0.603309
LBFGS:   15 19:55:30      -34.831050        0.525840
LBFGS:   16 19:55:30      -34.896284        0.285630
LBFGS:   17 19:55:31      -34.937154        0.124951
LBFGS:   18 19:55:31      -34.946976        0.066794
LBFGS:   19 19:55:32      -34.950545        0.013716
LBFGS:   20 19:55:32      -34.950604        0.007638
