       Step     Time          Energy          fmax
LBFGS:    0 18:43:14      -35.448942        0.719621
LBFGS:    1 18:43:15      -35.477466        0.666791
LBFGS:    2 18:43:15      -35.625496        0.536957
LBFGS:    3 18:43:16      -35.642840        0.378586
LBFGS:    4 18:43:16      -35.656506        0.326480
LBFGS:    5 18:43:17      -35.738906        0.176354
LBFGS:    6 18:43:18      -35.754332        0.112994
LBFGS:    7 18:43:18      -35.758385        0.048148
LBFGS:    8 18:43:19      -35.758820        0.041420
LBFGS:    9 18:43:20      -35.759096        0.042860
LBFGS:   10 18:43:20      -35.760426        0.065853
LBFGS:   11 18:43:21      -35.764600        0.154453
LBFGS:   12 18:43:22      -35.766272        0.289440
LBFGS:   13 18:43:22      -35.776048        0.195536
LBFGS:   14 18:43:23      -35.791494        0.117106
LBFGS:   15 18:43:23      -35.804948        0.060246
LBFGS:   16 18:43:24      -35.806133        0.030150
LBFGS:   17 18:43:25      -35.806287        0.026550
LBFGS:   18 18:43:25      -35.806435        0.031373
LBFGS:   19 18:43:26      -35.806885        0.040431
LBFGS:   20 18:43:26      -35.808008        0.054672
LBFGS:   21 18:43:27      -35.810938        0.077408
LBFGS:   22 18:43:28      -35.818070        0.109044
LBFGS:   23 18:43:28      -35.831207        0.136039
LBFGS:   24 18:43:29      -35.843610        0.089724
LBFGS:   25 18:43:30      -35.852324        0.035772
LBFGS:   26 18:43:30      -35.853845        0.019725
LBFGS:   27 18:43:31      -35.854707        0.008139
