       Step     Time          Energy          fmax
LBFGS:    0 18:08:29      -35.620801        0.570616
LBFGS:    1 18:08:30      -35.655677        0.526791
LBFGS:    2 18:08:30      -35.822473        0.290471
LBFGS:    3 18:08:31      -35.836474        0.183264
LBFGS:    4 18:08:31      -35.840219        0.173217
LBFGS:    5 18:08:32      -35.865631        0.090118
LBFGS:    6 18:08:32      -35.866926        0.074261
LBFGS:    7 18:08:33      -35.868095        0.092681
LBFGS:    8 18:08:33      -35.870269        0.107218
LBFGS:    9 18:08:34      -35.873949        0.105043
LBFGS:   10 18:08:34      -35.877714        0.071751
LBFGS:   11 18:08:35      -35.879808        0.025143
LBFGS:   12 18:08:35      -35.880197        0.011525
LBFGS:   13 18:08:36      -35.880223        0.010472
LBFGS:   14 18:08:36      -35.880245        0.010408
LBFGS:   15 18:08:37      -35.880312        0.011087
LBFGS:   16 18:08:37      -35.880474        0.014333
LBFGS:   17 18:08:38      -35.880877        0.021041
LBFGS:   18 18:08:38      -35.881785        0.030065
LBFGS:   19 18:08:39      -35.883594        0.037310
LBFGS:   20 18:08:39      -35.886873        0.037808
LBFGS:   21 18:08:40      -35.888356        0.049807
LBFGS:   22 18:08:40      -35.889986        0.016131
LBFGS:   23 18:08:41      -35.890457        0.009769
