       Step     Time          Energy          fmax
LBFGS:    0 18:57:26      -35.239902        1.047935
LBFGS:    1 18:57:26      -35.311348        0.963241
LBFGS:    2 18:57:27      -35.469131        0.944448
LBFGS:    3 18:57:27      -35.568579        0.355391
LBFGS:    4 18:57:28      -35.588603        0.192302
LBFGS:    5 18:57:28      -35.597100        0.278165
LBFGS:    6 18:57:29      -35.608095        0.325907
LBFGS:    7 18:57:29      -35.655802        0.411626
LBFGS:    8 18:57:30      -35.712250        0.506324
LBFGS:    9 18:57:30      -35.752417        0.412191
LBFGS:   10 18:57:31      -35.786675        0.210778
LBFGS:   11 18:57:31      -35.797140        0.192167
LBFGS:   12 18:57:32      -35.802314        0.200677
LBFGS:   13 18:57:32      -35.809909        0.182686
LBFGS:   14 18:57:33      -35.817271        0.128933
LBFGS:   15 18:57:33      -35.822810        0.066463
LBFGS:   16 18:57:34      -35.824872        0.034930
LBFGS:   17 18:57:34      -35.825041        0.027589
LBFGS:   18 18:57:35      -35.825150        0.025463
LBFGS:   19 18:57:35      -35.825520        0.027935
LBFGS:   20 18:57:36      -35.826332        0.036646
LBFGS:   21 18:57:36      -35.828330        0.059578
LBFGS:   22 18:57:37      -35.832183        0.084219
LBFGS:   23 18:57:37      -35.837876        0.088603
LBFGS:   24 18:57:38      -35.843545        0.057571
LBFGS:   25 18:57:38      -35.845944        0.017290
LBFGS:   26 18:57:39      -35.846229        0.002210
