       Step     Time          Energy          fmax
LBFGS:    0 19:37:04      -35.891278        0.173737
LBFGS:    1 19:37:05      -35.894227        0.162901
LBFGS:    2 19:37:05      -35.914625        0.055032
LBFGS:    3 19:37:06      -35.914984        0.044113
LBFGS:    4 19:37:06      -35.915187        0.038187
LBFGS:    5 19:37:07      -35.915729        0.024498
LBFGS:    6 19:37:08      -35.915865        0.020684
LBFGS:    7 19:37:08      -35.915944        0.021471
LBFGS:    8 19:37:09      -35.916038        0.025105
LBFGS:    9 19:37:09      -35.916274        0.030135
LBFGS:   10 19:37:10      -35.916683        0.033067
LBFGS:   11 19:37:10      -35.917190        0.030204
LBFGS:   12 19:37:11      -35.917491        0.024121
LBFGS:   13 19:37:12      -35.917593        0.021031
LBFGS:   14 19:37:12      -35.917656        0.019555
LBFGS:   15 19:37:13      -35.917788        0.018719
LBFGS:   16 19:37:13      -35.918110        0.023991
LBFGS:   17 19:37:14      -35.918872        0.031776
LBFGS:   18 19:37:15      -35.920445        0.039340
LBFGS:   19 19:37:15      -35.923150        0.045059
LBFGS:   20 19:37:16      -35.925499        0.035904
LBFGS:   21 19:37:16      -35.926148        0.010568
LBFGS:   22 19:37:17      -35.926270        0.002800
