       Step     Time          Energy          fmax
LBFGS:    0 18:11:07      -35.051097        1.250598
LBFGS:    1 18:11:07      -35.145465        1.150553
LBFGS:    2 18:11:08      -35.308805        1.365840
LBFGS:    3 18:11:08      -35.476133        0.483422
LBFGS:    4 18:11:09      -35.512542        0.251919
LBFGS:    5 18:11:09      -35.527992        0.395364
LBFGS:    6 18:11:10      -35.542032        0.423451
LBFGS:    7 18:11:10      -35.608272        0.360772
LBFGS:    8 18:11:11      -35.634767        0.188063
LBFGS:    9 18:11:12      -35.643010        0.080683
LBFGS:   10 18:11:12      -35.644298        0.047812
LBFGS:   11 18:11:13      -35.644676        0.051361
LBFGS:   12 18:11:13      -35.645938        0.070559
LBFGS:   13 18:11:14      -35.650286        0.150591
LBFGS:   14 18:11:14      -35.668154        0.526074
LBFGS:   15 18:11:15      -35.681651        0.379889
LBFGS:   16 18:11:15      -35.710574        0.365732
LBFGS:   17 18:11:16      -35.629414        0.408840
LBFGS:   18 18:11:16      -35.759628        0.199204
LBFGS:   19 18:11:17      -35.769472        0.130044
LBFGS:   20 18:11:17      -35.775853        0.031186
LBFGS:   21 18:11:18      -35.775962        0.025931
LBFGS:   22 18:11:18      -35.776127        0.027289
LBFGS:   23 18:11:19      -35.776657        0.034602
LBFGS:   24 18:11:19      -35.777859        0.044034
LBFGS:   25 18:11:20      -35.780605        0.054907
LBFGS:   26 18:11:20      -35.785449        0.060468
LBFGS:   27 18:11:21      -35.791725        0.049989
LBFGS:   28 18:11:21      -35.796507        0.019729
LBFGS:   29 18:11:22      -35.797195        0.003951
