       Step     Time          Energy          fmax
LBFGS:    0 19:06:12      -35.577706        0.784098
LBFGS:    1 19:06:12      -35.621937        0.715590
LBFGS:    2 19:06:13      -35.789460        0.450410
LBFGS:    3 19:06:14      -35.810743        0.260000
LBFGS:    4 19:06:14      -35.819112        0.260633
LBFGS:    5 19:06:15      -35.804193        0.549804
LBFGS:    6 19:06:15      -35.926870        0.133001
LBFGS:    7 19:06:16      -35.935293        0.122843
LBFGS:    8 19:06:16      -35.937765        0.107961
LBFGS:    9 19:06:17      -35.940018        0.104824
LBFGS:   10 19:06:18      -35.943237        0.119756
LBFGS:   11 19:06:18      -35.947039        0.115029
LBFGS:   12 19:06:19      -35.951003        0.079352
LBFGS:   13 19:06:19      -35.953215        0.041694
LBFGS:   14 19:06:20      -35.953710        0.028898
LBFGS:   15 19:06:20      -35.953805        0.024819
LBFGS:   16 19:06:21      -35.953984        0.025573
LBFGS:   17 19:06:22      -35.954419        0.033038
LBFGS:   18 19:06:22      -35.955508        0.044161
LBFGS:   19 19:06:23      -35.957933        0.067437
LBFGS:   20 19:06:23      -35.962501        0.088573
LBFGS:   21 19:06:24      -35.969306        0.082153
LBFGS:   22 19:06:24      -35.976195        0.045427
LBFGS:   23 19:06:25      -35.977668        0.022857
LBFGS:   24 19:06:26      -35.977955        0.004790
