       Step     Time          Energy          fmax
LBFGS:    0 19:05:43      -35.706814        0.360375
LBFGS:    1 19:05:44      -35.715590        0.329737
LBFGS:    2 19:05:44      -35.761685        0.243571
LBFGS:    3 19:05:45      -35.765021        0.224185
LBFGS:    4 19:05:46      -35.797195        0.090875
LBFGS:    5 19:05:46      -35.809542        0.090439
LBFGS:    6 19:05:47      -35.811358        0.078454
LBFGS:    7 19:05:48      -35.811952        0.070700
LBFGS:    8 19:05:48      -35.812737        0.063349
LBFGS:    9 19:05:49      -35.813952        0.058433
LBFGS:   10 19:05:49      -35.815373        0.052142
LBFGS:   11 19:05:50      -35.816170        0.035454
LBFGS:   12 19:05:51      -35.816437        0.037760
LBFGS:   13 19:05:51      -35.816620        0.043574
LBFGS:   14 19:05:52      -35.817075        0.053243
LBFGS:   15 19:05:53      -35.818166        0.068087
LBFGS:   16 19:05:53      -35.820842        0.089001
LBFGS:   17 19:05:54      -35.826835        0.106982
LBFGS:   18 19:05:55      -35.836783        0.101231
LBFGS:   19 19:05:55      -35.840226        0.064089
LBFGS:   20 19:05:56      -35.842885        0.031148
LBFGS:   21 19:05:56      -35.843486        0.003640
