       Step     Time          Energy          fmax
LBFGS:    0 19:13:43      -35.864531        0.323975
LBFGS:    1 19:13:43      -35.872216        0.302341
LBFGS:    2 19:13:44      -35.922324        0.048928
LBFGS:    3 19:13:45      -35.922524        0.044652
LBFGS:    4 19:13:45      -35.923024        0.027915
LBFGS:    5 19:13:46      -35.923250        0.013393
LBFGS:    6 19:13:46      -35.923318        0.016388
LBFGS:    7 19:13:47      -35.923345        0.015668
LBFGS:    8 19:13:47      -35.923395        0.013716
LBFGS:    9 19:13:48      -35.923486        0.012889
LBFGS:   10 19:13:48      -35.923613        0.013608
LBFGS:   11 19:13:49      -35.923701        0.008920
