       Step     Time          Energy          fmax
LBFGS:    0 18:48:19      -35.869945        0.369736
LBFGS:    1 18:48:19      -35.884136        0.337750
LBFGS:    2 18:48:20      -35.952214        0.166516
LBFGS:    3 18:48:20      -35.954901        0.132598
LBFGS:    4 18:48:21      -35.957498        0.113311
LBFGS:    5 18:48:22      -35.964198        0.072407
LBFGS:    6 18:48:22      -35.967510        0.065445
LBFGS:    7 18:48:23      -35.968498        0.064499
LBFGS:    8 18:48:23      -35.968915        0.059788
LBFGS:    9 18:48:24      -35.969888        0.050956
LBFGS:   10 18:48:24      -35.971342        0.055960
LBFGS:   11 18:48:25      -35.973144        0.042963
LBFGS:   12 18:48:25      -35.974040        0.029573
LBFGS:   13 18:48:26      -35.974234        0.016284
LBFGS:   14 18:48:27      -35.974272        0.014174
LBFGS:   15 18:48:27      -35.974313        0.016569
LBFGS:   16 18:48:28      -35.974430        0.021040
LBFGS:   17 18:48:28      -35.974717        0.027335
LBFGS:   18 18:48:29      -35.975424        0.036185
LBFGS:   19 18:48:29      -35.977013        0.048945
LBFGS:   20 18:48:30      -35.980573        0.056962
LBFGS:   21 18:48:30      -35.985945        0.024567
LBFGS:   22 18:48:31      -35.986222        0.020217
LBFGS:   23 18:48:31      -35.986555        0.008520
