       Step     Time          Energy          fmax
LBFGS:    0 18:52:54      -32.560445        2.172627
LBFGS:    1 18:52:54      -32.902155        2.002891
LBFGS:    2 18:52:55      -33.503789        1.945652
LBFGS:    3 18:52:55      -33.718607        0.915975
LBFGS:    4 18:52:56      -33.803535        0.410740
LBFGS:    5 18:52:56      -33.824448        0.468399
LBFGS:    6 18:52:57      -33.846280        0.555134
LBFGS:    7 18:52:57      -33.977331        0.777837
LBFGS:    8 18:52:57      -34.070704        0.569958
LBFGS:    9 18:52:58      -34.111224        0.254811
LBFGS:   10 18:52:58      -34.119950        0.093879
LBFGS:   11 18:52:59      -34.121253        0.085036
LBFGS:   12 18:52:59      -34.123270        0.109981
LBFGS:   13 18:53:00      -34.131539        0.230816
LBFGS:   14 18:53:00      -34.164049        0.667901
LBFGS:   15 18:53:00      -34.174786        0.933972
LBFGS:   16 18:53:01      -34.231414        0.760031
LBFGS:   17 18:53:01      -34.331319        0.483461
LBFGS:   18 18:53:02      -34.443356        0.212546
LBFGS:   19 18:53:02      -34.463451        0.050918
LBFGS:   20 18:53:03      -34.466288        0.030525
LBFGS:   21 18:53:03      -34.466274        0.031822
LBFGS:   22 18:53:03      -34.466591        0.003754
