       Step     Time          Energy          fmax
LBFGS:    0 19:07:38      -35.822182        0.451393
LBFGS:    1 19:07:38      -35.838731        0.411475
LBFGS:    2 19:07:39      -35.914356        0.240366
LBFGS:    3 19:07:40      -35.918416        0.205454
LBFGS:    4 19:07:40      -35.928610        0.152723
LBFGS:    5 19:07:41      -35.946292        0.122505
LBFGS:    6 19:07:41      -35.957054        0.120979
LBFGS:    7 19:07:42      -35.959073        0.105233
LBFGS:    8 19:07:43      -35.960489        0.085692
LBFGS:    9 19:07:43      -35.962029        0.080473
LBFGS:   10 19:07:44      -35.964689        0.084260
LBFGS:   11 19:07:44      -35.967722        0.058226
LBFGS:   12 19:07:45      -35.969303        0.039059
LBFGS:   13 19:07:46      -35.969644        0.023237
LBFGS:   14 19:07:46      -35.969739        0.025938
LBFGS:   15 19:07:47      -35.969884        0.028596
LBFGS:   16 19:07:47      -35.970281        0.033467
LBFGS:   17 19:07:48      -35.971243        0.044596
LBFGS:   18 19:07:49      -35.973484        0.070988
LBFGS:   19 19:07:49      -35.978181        0.091725
LBFGS:   20 19:07:50      -35.986496        0.073481
LBFGS:   21 19:07:50      -35.987910        0.030920
LBFGS:   22 19:07:51      -35.989811        0.029672
LBFGS:   23 19:07:52      -35.990144        0.016996
LBFGS:   24 19:07:52      -35.990273        0.002479
