       Step     Time          Energy          fmax
LBFGS:    0 19:31:09      -33.747672        1.766493
LBFGS:    1 19:31:09      -33.966257        1.619358
LBFGS:    2 19:31:10      -34.302990        1.854731
LBFGS:    3 19:31:10      -34.547790        0.769929
LBFGS:    4 19:31:11      -34.622471        0.372639
LBFGS:    5 19:31:11      -34.641386        0.402413
LBFGS:    6 19:31:12      -34.655450        0.435848
LBFGS:    7 19:31:12      -34.880053        0.685433
LBFGS:    8 19:31:13      -34.948878        0.582557
LBFGS:    9 19:31:13      -34.986544        0.341414
LBFGS:   10 19:31:13      -35.007209        0.251552
LBFGS:   11 19:31:14      -35.017438        0.276817
LBFGS:   12 19:31:14      -35.033287        0.276690
LBFGS:   13 19:31:15      -35.048331        0.225347
LBFGS:   14 19:31:15      -35.061379        0.127054
LBFGS:   15 19:31:16      -35.067176        0.034741
LBFGS:   16 19:31:16      -35.067469        0.008153
