       Step     Time          Energy          fmax
LBFGS:    0 18:16:11      -35.758601        0.351784
LBFGS:    1 18:16:12      -35.767886        0.322336
LBFGS:    2 18:16:12      -35.816445        0.235947
LBFGS:    3 18:16:13      -35.819688        0.211174
LBFGS:    4 18:16:14      -35.836826        0.116618
LBFGS:    5 18:16:14      -35.851536        0.105079
LBFGS:    6 18:16:15      -35.856729        0.099144
LBFGS:    7 18:16:15      -35.857705        0.088407
LBFGS:    8 18:16:16      -35.858839        0.075255
LBFGS:    9 18:16:17      -35.860209        0.067046
LBFGS:   10 18:16:17      -35.862452        0.061382
LBFGS:   11 18:16:18      -35.863943        0.047747
LBFGS:   12 18:16:18      -35.864448        0.028676
LBFGS:   13 18:16:19      -35.864601        0.034744
LBFGS:   14 18:16:19      -35.864811        0.040562
LBFGS:   15 18:16:20      -35.865377        0.050470
LBFGS:   16 18:16:21      -35.866746        0.065289
LBFGS:   17 18:16:21      -35.869976        0.083585
LBFGS:   18 18:16:22      -35.876785        0.106183
LBFGS:   19 18:16:22      -35.885401        0.080604
LBFGS:   20 18:16:23      -35.887493        0.052055
LBFGS:   21 18:16:24      -35.889089        0.007145
