       Step     Time          Energy          fmax
LBFGS:    0 18:02:08      -35.847652        0.321947
LBFGS:    1 18:02:08      -35.858841        0.300424
LBFGS:    2 18:02:09      -35.919257        0.108901
LBFGS:    3 18:02:09      -35.920868        0.082918
LBFGS:    4 18:02:10      -35.921893        0.071101
LBFGS:    5 18:02:10      -35.924458        0.029622
LBFGS:    6 18:02:11      -35.925048        0.018249
LBFGS:    7 18:02:11      -35.925152        0.011554
LBFGS:    8 18:02:12      -35.925169        0.011260
LBFGS:    9 18:02:12      -35.925219        0.012149
LBFGS:   10 18:02:13      -35.925301        0.013580
LBFGS:   11 18:02:14      -35.925431        0.012897
LBFGS:   12 18:02:14      -35.925529        0.011224
LBFGS:   13 18:02:15      -35.925563        0.007019
