       Step     Time          Energy          fmax
LBFGS:    0 19:27:08      -35.655480        0.370394
LBFGS:    1 19:27:09      -35.663861        0.338691
LBFGS:    2 19:27:10      -35.708106        0.249119
LBFGS:    3 19:27:11      -35.711502        0.233702
LBFGS:    4 19:27:11      -35.759988        0.067133
LBFGS:    5 19:27:12      -35.764761        0.039268
LBFGS:    6 19:27:12      -35.765153        0.032140
LBFGS:    7 19:27:13      -35.765281        0.032353
LBFGS:    8 19:27:14      -35.765494        0.034922
LBFGS:    9 19:27:14      -35.766070        0.044425
LBFGS:   10 19:27:15      -35.767248        0.061769
LBFGS:   11 19:27:16      -35.769268        0.080634
LBFGS:   12 19:27:16      -35.771532        0.083876
LBFGS:   13 19:27:17      -35.773173        0.071676
LBFGS:   14 19:27:18      -35.774319        0.089917
LBFGS:   15 19:27:18      -35.775952        0.107350
LBFGS:   16 19:27:19      -35.779545        0.125530
LBFGS:   17 19:27:20      -35.786290        0.123590
LBFGS:   18 19:27:20      -35.791094        0.080738
LBFGS:   19 19:27:21      -35.793685        0.048941
LBFGS:   20 19:27:21      -35.795290        0.004349
