       Step     Time          Energy          fmax
LBFGS:    0 18:23:58      -35.409215        0.989722
LBFGS:    1 18:23:59      -35.470167        0.905336
LBFGS:    2 18:23:59      -35.653684        0.675902
LBFGS:    3 18:24:00      -35.701130        0.243623
LBFGS:    4 18:24:00      -35.711137        0.248039
LBFGS:    5 18:24:01      -35.724946        0.327457
LBFGS:    6 18:24:01      -35.749645        0.387900
LBFGS:    7 18:24:02      -35.806905        0.427324
LBFGS:    8 18:24:03      -35.853168        0.414819
LBFGS:    9 18:24:03      -35.884704        0.263128
LBFGS:   10 18:24:04      -35.900674        0.150216
LBFGS:   11 18:24:04      -35.904089        0.164247
LBFGS:   12 18:24:05      -35.908775        0.164385
LBFGS:   13 18:24:05      -35.914566        0.132069
LBFGS:   14 18:24:06      -35.919114        0.072863
LBFGS:   15 18:24:06      -35.921395        0.043508
LBFGS:   16 18:24:07      -35.921786        0.030929
LBFGS:   17 18:24:07      -35.921885        0.029149
LBFGS:   18 18:24:08      -35.922304        0.029941
LBFGS:   19 18:24:08      -35.923136        0.040755
LBFGS:   20 18:24:09      -35.925295        0.066224
LBFGS:   21 18:24:09      -35.929496        0.094585
LBFGS:   22 18:24:10      -35.936058        0.103159
LBFGS:   23 18:24:10      -35.943570        0.074769
LBFGS:   24 18:24:11      -35.948474        0.031325
LBFGS:   25 18:24:11      -35.949615        0.007207
