
Reading eigenvectors

 ns, nv, nc, nk =     1   12   12    8
 nmat =     1152

kpoints follow:
    1   0.00000   0.00000   0.00000
    2   0.00000   0.00000   0.12500
    3   0.00000   0.00000   0.25000
    4   0.00000   0.00000   0.37500
    5   0.00000   0.00000   0.50000
    6   0.00000   0.00000  -0.37500
    7   0.00000   0.00000  -0.25000
    8   0.00000   0.00000  -0.12500

exciton energies follow (eV)
wtot = sum_k |A_vck|^2. wmax = max_k |A_vck|^2. |A_vc (ikmax)|^2 = wmax.


 Special analysis for state     1   0.83056
    c    v      wtot      wmax     ikmax
    7    2   0.00004   0.00002         7
    7    3   0.00010   0.00004         2
    7    4   0.00010   0.00005         2
    7    5   0.00002   0.00001         2
    7    6   0.00002   0.00001         7
    7    7   0.00001   0.00001         1
    7    8   0.00000   0.00000         1
    7    9   0.00000   0.00000         7
    7   10   0.00002   0.00001         2
    7   11   0.00000   0.00000         2
    7   12   0.00002   0.00001         2
    8    1   0.00134   0.00041         1
    8    2   0.00006   0.00003         2
    8    3   0.00062   0.00027         1
    8    4   0.00020   0.00011         2
    8    5   0.00006   0.00003         2
    8    6   0.00002   0.00001         7
    8    7   0.00004   0.00003         1
    8    8   0.00003   0.00002         1
    8    9   0.00001   0.00001         1
    8   10   0.00005   0.00002         2
    8   11   0.00000   0.00000         2
    8   12   0.00002   0.00001         2
    9    1   0.00084   0.00037         7
    9    2   0.00005   0.00002         7
    9    3   0.00015   0.00005         3
    9    4   0.00023   0.00008         7
    9    5   0.00004   0.00001         2
    9    6   0.00009   0.00008         7
    9    7   0.00002   0.00001         7
    9    8   0.00004   0.00002         6
    9    9   0.00009   0.00004         1
    9   10   0.00001   0.00000         2
    9   11   0.00000   0.00000         7
    9   12   0.00001   0.00001         7
   10    1   0.00029   0.00012         2
   10    2   0.00001   0.00000         4
   10    3   0.00009   0.00004         2
   10    4   0.00011   0.00008         2
   10    5   0.00004   0.00002         2
   10    6   0.00001   0.00000         2
   10    7   0.00000   0.00000         8
   10    8   0.00002   0.00001         5
   10    9   0.00001   0.00000         2
   10   10   0.00005   0.00004         2
   10   11   0.00001   0.00000         4
   10   12   0.00004   0.00003         2
   11    1   0.00024   0.00013         2
   11    2   0.00004   0.00001         4
   11    3   0.00006   0.00005         2
   11    4   0.00008   0.00004         2
   11    5   0.00003   0.00001         2
   11    6   0.00001   0.00001         2
   11    7   0.00000   0.00000         1
   11    8   0.00000   0.00000         2
   11    9   0.00003   0.00002         1
   11   10   0.00004   0.00002         2
   11   11   0.00005   0.00002         5
   11   12   0.00003   0.00002         2
   12    1   0.00000   0.00000         7
   12    2   0.00000   0.00000         3
   12    3   0.00000   0.00000         3
   12    4   0.00000   0.00000         7
   12    5   0.00000   0.00000         7
   12    6   0.00000   0.00000         7
   12    7   0.00000   0.00000         3
   12    8   0.00000   0.00000         1
   12    9   0.00000   0.00000         7
   12   10   0.00000   0.00000         2
   12   11   0.00000   0.00000         3
   12   12   0.00000   0.00000         7


 Special analysis for state     4   1.08118
    c    v      wtot      wmax     ikmax
    1    1   0.36278   0.11108         3
    1    2   0.20166   0.04590         4
    1    3   0.27503   0.09788         6
    1    4   0.04930   0.01450         1
    1    5   0.01112   0.00299         3
    1    6   0.01441   0.00741         2
    1    7   0.00680   0.00350         2
    1    8   0.00331   0.00135         1
    1    9   0.00097   0.00039         2
    1   10   0.00160   0.00085         2
    1   11   0.00108   0.00023         7
    1   12   0.00145   0.00042         6
    2    1   0.00559   0.00167         8
    2    2   0.00418   0.00129         2
