# neig  =     1152
# vol   =  0.140835353E+07
# nspin, nspinor =        1       1
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  0.10265141E+01  0.40576415E+03 -0.20070549E+02  0.17138304E+01
  0.10832067E+01  0.17192253E-01  0.99074621E-01 -0.85886393E-01
  0.11320181E+01  0.31132970E+03 -0.15379877E+02 -0.86480688E+01
  0.11569063E+01  0.40921616E+03 -0.20046691E+02 -0.27104115E+01
  0.11913918E+01  0.34821539E+03  0.17430623E+02  0.66624892E+01
  0.12686154E+01  0.10547140E+02 -0.31169292E+01 -0.91208118E+00
  0.12866973E+01  0.30734101E+02  0.42384735E+01 -0.35734358E+01
  0.13357797E+01  0.34235350E+02 -0.15644648E+00  0.58490062E+01
  0.13447650E+01  0.42044056E+01 -0.19441447E+01 -0.65169546E+00
  0.13702302E+01  0.32409598E+02  0.55120207E+01  0.14238067E+01
  0.14010349E+01  0.18066832E+01 -0.93651835E+00  0.96416625E+00
  0.14272220E+01  0.97160393E+01  0.25350407E+01 -0.18137276E+01
  0.14472561E+01  0.61266806E+00  0.34248823E+00  0.70382517E+00
  0.14566176E+01  0.61795707E+01  0.24819709E+01  0.13925253E+00
  0.15016470E+01  0.17361517E+00  0.12690326E+00 -0.39687622E+00
  0.15253834E+01  0.30847193E+01  0.16776804E+01 -0.51971886E+00
  0.15415702E+01  0.10613081E+00 -0.31880801E+00  0.67024291E-01
  0.15429689E+01  0.61005020E-03 -0.24615852E-01  0.20273196E-02
  0.15524586E+01  0.18468346E+01 -0.76790374E+00  0.11212308E+01
  0.15769951E+01  0.69265144E+00 -0.81366440E+00 -0.17493338E+00
  0.15908806E+01  0.60255934E+02  0.77459595E+01 -0.50600901E+00
  0.16066107E+01  0.18159373E+00  0.39423166E+00  0.16178732E+00
  0.16216539E+01  0.27842485E+00 -0.43960047E+00  0.29184975E+00
  0.16368603E+01  0.87917164E+00  0.91660233E+00  0.19751408E+00
  0.16391623E+01  0.45685574E+01 -0.17676520E+01  0.12016504E+01
  0.16526988E+01  0.15949236E+01  0.12461944E+01  0.20475111E+00
  0.16552928E+01  0.36321781E+01  0.14617264E+00 -0.19002136E+01
  0.16719438E+01  0.10808810E+00  0.32523557E+00  0.48061646E-01
  0.16831545E+01  0.41813371E+00 -0.64419397E+00 -0.56105650E-01
  0.16939581E+01  0.13998454E+01  0.79972834E+00 -0.87194035E+00
  0.17003731E+01  0.12535686E+02 -0.35023547E+01  0.51884252E+00
  0.17136736E+01  0.36795742E+00  0.43450095E+00  0.42328046E+00
  0.17190782E+01  0.44748748E+00  0.20601116E+00  0.63643294E+00
  0.17350007E+01  0.48746311E+01 -0.21850488E+01  0.31653267E+00
  0.17457841E+01  0.18376602E+01 -0.13464631E+01  0.15715392E+00
  0.17531443E+01  0.31582803E+00 -0.47217548E+00  0.30475949E+00
  0.17587115E+01  0.79414074E+01  0.24191010E+01  0.14454611E+01
  0.17683337E+01  0.20774608E+01  0.14358692E+01  0.12546080E+00
  0.17760813E+01  0.47982468E+00  0.68013165E+00 -0.13132258E+00
  0.17777051E+01  0.55985094E+00 -0.68261186E+00  0.30641799E+00
  0.17939838E+01  0.24930644E+01  0.11156421E+01 -0.11173213E+01
  0.18010194E+01  0.37638111E+01  0.18780113E+01  0.48670797E+00
  0.18089362E+01  0.13011137E+01 -0.10112999E+01 -0.52762319E+00
  0.18208412E+01  0.27467849E+01 -0.15944606E+01  0.45219487E+00
  0.18245433E+01  0.14715178E-01 -0.38871591E-02 -0.12124384E+00
  0.18376355E+01  0.18449413E+01 -0.12177501E+01  0.60168585E+00
  0.18440117E+01  0.31011536E+01 -0.68733733E+00  0.16213331E+01
  0.18538019E+01  0.73933936E+00  0.26736117E+00 -0.81722540E+00
  0.18560591E+01  0.18367735E-02 -0.29715080E-01  0.30883451E-01
  0.18635986E+01  0.16805652E+01  0.10380644E+01 -0.77652273E+00
  0.18674547E+01  0.34726124E-01  0.18633953E+00  0.19244408E-02
  0.18718666E+01  0.22996637E+00 -0.47392152E+00 -0.73244554E-01
  0.18764992E+01  0.60377999E-01  0.20381934E+00 -0.13724313E+00
  0.18878214E+01  0.15435177E+00  0.15323239E+00  0.36176181E+00
  0.18942880E+01  0.26429615E-01  0.31752485E-01  0.15944088E+00
  0.19005387E+01  0.54917927E+01  0.17275106E+01 -0.15835087E+01
  0.19073694E+01  0.33587293E+01 -0.11024165E+01 -0.14640380E+01
  0.19092767E+01  0.96109901E-01  0.24934391E+00 -0.18422138E+00
  0.19129060E+01  0.15783373E+01 -0.11759894E+01  0.44202501E+00
  0.19177670E+01  0.21586561E+01  0.12511083E+01 -0.77031427E+00
  0.19199376E+01  0.14865584E+01 -0.11274817E+01  0.46405099E+00
  0.19273372E+01  0.12017442E+01  0.57505549E+00  0.93330347E+00
  0.19279968E+01  0.59000213E+00  0.42645271E+00  0.63885853E+00
  0.19408679E+01  0.25441230E+01  0.15702128E+01 -0.28027610E+00
  0.19498416E+01  0.72388688E-02  0.84467975E-01  0.10199512E-01
  0.19539626E+01  0.40907642E+00  0.51218083E+00 -0.38307599E+00
  0.19585913E+01  0.89531320E+00  0.48978042E+00 -0.80958529E+00
  0.19611588E+01  0.68323928E-01 -0.12875121E+00 -0.22747979E+00
  0.19655896E+01  0.12317067E+00  0.26458086E+00 -0.23058108E+00
  0.19736523E+01  0.56041821E+01 -0.93875580E+00  0.21732279E+01
  0.19805983E+01  0.16647600E+01  0.16671673E+00 -0.12794395E+01
  0.19833550E+01  0.17901328E+01  0.68117743E+00  0.11515772E+01
  0.19872339E+01  0.78636621E+01  0.76053966E+00 -0.26991187E+01
  0.19918520E+01  0.24590379E+00  0.47159218E+00  0.15331211E+00
  0.19990878E+01  0.52825739E+01 -0.22436887E+01 -0.49843263E+00
  0.20012511E+01  0.69067218E+00  0.33743148E+00 -0.75948152E+00
  0.20061472E+01  0.12551727E+01  0.78463292E+00 -0.79970237E+00
  0.20118144E+01  0.31448664E-01  0.17454818E+00 -0.31330425E-01
  0.20146766E+01  0.43417491E+01  0.10791894E+01  0.17824419E+01
  0.20190993E+01  0.83352689E+01  0.47903553E-01 -0.28866891E+01
  0.20201410E+01  0.57828566E+00  0.16406169E+00 -0.74254254E+00
  0.20212906E+01  0.81503173E+01 -0.14438650E+01 -0.24628380E+01
  0.20306002E+01  0.14263136E+00  0.33110218E+00 -0.18166648E+00
  0.20363472E+01  0.19595729E+01 -0.67688965E+00 -0.12253135E+01
  0.20394699E+01  0.30353000E-02 -0.49391523E-01 -0.24408554E-01
  0.20422557E+01  0.64771865E+00 -0.70754633E+00  0.38353207E+00
  0.20474728E+01  0.14715273E+01 -0.11273473E+01  0.44790113E+00
  0.20510073E+01  0.94288466E+00 -0.10059421E+00 -0.96579784E+00
  0.20556257E+01  0.67716203E+01  0.15732485E+01 -0.20728023E+01
  0.20602671E+01  0.28525697E+01  0.11581243E+01 -0.12293567E+01
  0.20628542E+01  0.62052362E+01  0.14094221E+01 -0.20539634E+01
  0.20655410E+01  0.36812450E+01 -0.16561265E+01  0.96875700E+00
  0.20684848E+01  0.10202224E-02  0.12342489E-01 -0.29459893E-01
  0.20696989E+01  0.37696951E+00  0.56833791E+00 -0.23229621E+00
  0.20794982E+01  0.31430596E-01 -0.14508796E+00 -0.10188268E+00
  0.20833633E+01  0.93373952E+01  0.20135002E+01  0.22985239E+01
  0.20839307E+01  0.27637905E+02 -0.12529193E+01  0.51056927E+01
  0.20870517E+01  0.54280241E+00 -0.28516566E+00  0.67932536E+00
  0.20915112E+01  0.10187106E+01 -0.96381840E+00  0.29960755E+00
  0.20977438E+01  0.21054875E+00 -0.42021514E+00 -0.18430406E+00
  0.20990034E+01  0.41010763E+01  0.99448573E+00  0.17641073E+01
  0.21019218E+01  0.12454927E+01 -0.10995927E+01 -0.19075788E+00
  0.21057757E+01  0.77241774E+00 -0.20241529E+00 -0.85524604E+00
  0.21075624E+01  0.20096223E+01  0.13428647E+01  0.45424301E+00
  0.21089923E+01  0.17800538E+02  0.35160447E+01 -0.23319450E+01
  0.21100681E+01  0.10229368E+01 -0.80274877E-01 -0.10082126E+01
  0.21153275E+01  0.84809281E+00  0.13962655E-01  0.92081369E+00
  0.21194944E+01  0.42667070E+01  0.19011628E+01  0.80764275E+00
  0.21207613E+01  0.13833871E+01 -0.22717480E+00 -0.11540271E+01
  0.21246197E+01  0.28954104E+01 -0.10798832E+01 -0.13150143E+01
  0.21268718E+01  0.10397258E-01 -0.99997627E-01 -0.19943230E-01
  0.21290260E+01  0.52508575E+00 -0.72433468E+00 -0.20616106E-01
  0.21302862E+01  0.20636367E+00 -0.13127904E+00 -0.43489020E+00
  0.21345269E+01  0.25041004E+01 -0.14989542E+01 -0.50718517E+00
  0.21391001E+01  0.20690099E+01 -0.88231869E+00 -0.11360121E+01
  0.21435524E+01  0.69623487E-01  0.24071674E+00  0.10806913E+00
  0.21483037E+01  0.71927523E+02 -0.29738464E+01 -0.79425286E+01
  0.21503540E+01  0.44335509E+00  0.19178224E+00  0.63763208E+00
  0.21518259E+01  0.32329920E+01  0.75074716E+00 -0.16338209E+01
  0.21547493E+01  0.64318330E+02  0.77726316E+01 -0.19759877E+01
  0.21579536E+01  0.78858729E+00 -0.23881493E+00 -0.85530972E+00
  0.21637789E+01  0.55984838E+02  0.14410472E+01  0.73422218E+01
  0.21680346E+01  0.95625895E+00  0.81948380E+00 -0.53357777E+00
  0.21722538E+01  0.80790055E+00 -0.38650679E+00 -0.81148817E+00
  0.21744308E+01  0.13393998E+00 -0.22910268E+00 -0.28539787E+00
  0.21790657E+01  0.64839990E+00 -0.65204933E+00  0.47247389E+00
  0.21809442E+01  0.15055654E+00 -0.38485735E+00  0.49410118E-01
  0.21848778E+01  0.14439339E+02 -0.47356744E+00 -0.37702882E+01
  0.21879328E+01  0.15653817E+02 -0.24869479E+00 -0.39486666E+01
  0.21890055E+01  0.39400394E+01 -0.80818116E+00  0.18129762E+01
  0.21936948E+01  0.11283311E+01 -0.78334205E+00 -0.71743036E+00
  0.21954394E+01  0.32639394E+00  0.15837223E+00  0.54891910E+00
  0.22009245E+01  0.13605740E+02 -0.10377829E+01  0.35395969E+01
  0.22028350E+01  0.50738526E+01 -0.42627452E+00  0.22118188E+01
  0.22067561E+01  0.21758399E+01  0.34217853E+00  0.14348358E+01
  0.22125217E+01  0.95175739E+00 -0.95852845E+00  0.18160564E+00
  0.22147504E+01  0.62168227E-01  0.19382560E+00  0.15684343E+00
  0.22162010E+01  0.22415617E+00  0.39933577E+00  0.25433660E+00
  0.22179180E+01  0.18164050E+01  0.13431372E+01 -0.11129869E+00
  0.22223137E+01  0.70016174E+01 -0.11784881E+01 -0.23691313E+01
  0.22254571E+01  0.28610791E+00 -0.33037603E+00 -0.42066565E+00
  0.22301510E+01  0.10316503E+00  0.31683567E+00 -0.52727551E-01
  0.22310345E+01  0.17110647E+01  0.72723378E+00 -0.10872882E+01
  0.22340524E+01  0.49163239E-01 -0.19871424E+00 -0.98366099E-01
  0.22356564E+01  0.14883417E+00  0.36121106E+00 -0.13550180E+00
  0.22396893E+01  0.63712308E-01  0.13410595E+00  0.21384083E+00
  0.22403871E+01  0.10026901E+01  0.92721958E+00 -0.37809250E+00
  0.22414839E+01  0.72763201E+00  0.53396262E+00  0.66521871E+00
  0.22445935E+01  0.16213638E-01  0.11459912E+00  0.55503878E-01
  0.22479738E+01  0.42446547E-02 -0.63899932E-01 -0.12706428E-01
  0.22513952E+01  0.77166923E-01  0.26830862E+00  0.71954197E-01
  0.22525125E+01  0.10862158E+01 -0.76058504E+00  0.71254907E+00
  0.22565260E+01  0.56944603E+00  0.73598411E+00  0.16665360E+00
  0.22578434E+01  0.47542984E+00  0.43146432E-01  0.68816294E+00
  0.22592238E+01  0.75559363E+00 -0.83162797E+00  0.25295959E+00
  0.22608878E+01  0.44376059E-03  0.14559810E-01 -0.15224077E-01
  0.22636106E+01  0.14366643E+00 -0.35709700E+00  0.12707541E+00
  0.22688552E+01  0.16386596E+01  0.12673345E+01 -0.18034096E+00
  0.22696412E+01  0.47400364E+00  0.66821394E+00 -0.16581246E+00
  0.22721916E+01  0.33378588E+00 -0.56206976E+00 -0.13365429E+00
  0.22736908E+01  0.21933662E+00 -0.43875242E+00  0.16380760E+00
  0.22756306E+01  0.84304829E-03 -0.26741002E-01  0.11312255E-01
  0.22767757E+01  0.11154783E+01 -0.10115000E+01  0.30388479E+00
  0.22782205E+01  0.43020854E+00  0.64861877E+00  0.97479395E-01
  0.22800973E+01  0.22105519E-01  0.14182298E+00 -0.44629170E-01
  0.22817859E+01  0.73359624E+00 -0.49456331E+00 -0.69928776E+00
