       Step     Time          Energy          fmax
LBFGS:    0 16:30:54      -34.940133        0.594908
LBFGS:    1 16:30:55      -34.975882        0.565882
LBFGS:    2 16:30:55      -35.100371        0.761840
LBFGS:    3 16:30:56      -35.242602        0.369904
LBFGS:    4 16:30:56      -35.259041        0.360497
LBFGS:    5 16:30:57      -35.278909        0.312070
LBFGS:    6 16:30:57      -35.294302        0.233604
LBFGS:    7 16:30:57      -35.306503        0.121128
LBFGS:    8 16:30:58      -35.309262        0.145020
LBFGS:    9 16:30:58      -35.311961        0.153322
LBFGS:   10 16:30:59      -35.317453        0.139199
LBFGS:   11 16:30:59      -35.322471        0.085073
LBFGS:   12 16:30:59      -35.325059        0.046669
LBFGS:   13 16:31:00      -35.325545        0.023593
LBFGS:   14 16:31:00      -35.325612        0.021098
LBFGS:   15 16:31:01      -35.325751        0.026604
LBFGS:   16 16:31:01      -35.326132        0.035330
LBFGS:   17 16:31:01      -35.327181        0.050520
LBFGS:   18 16:31:02      -35.330040        0.084443
LBFGS:   19 16:31:02      -35.336422        0.147590
LBFGS:   20 16:31:03      -35.342634        0.151426
LBFGS:   21 16:31:03      -35.350525        0.090655
LBFGS:   22 16:31:04      -35.354099        0.020166
LBFGS:   23 16:31:04      -35.354403        0.003800
