       Step     Time          Energy          fmax
LBFGS:    0 17:13:39      -34.486468        0.825240
LBFGS:    1 17:13:39      -34.526047        0.748434
LBFGS:    2 17:13:39      -34.705619        0.666808
LBFGS:    3 17:13:40      -34.731562        0.556197
LBFGS:    4 17:13:40      -34.857364        0.369637
LBFGS:    5 17:13:41      -35.148067        0.405245
LBFGS:    6 17:13:41      -35.182501        0.321028
LBFGS:    7 17:13:41      -35.220186        0.113202
LBFGS:    8 17:13:42      -35.221121        0.093625
LBFGS:    9 17:13:42      -35.223114        0.066522
LBFGS:   10 17:13:42      -35.225782        0.057929
LBFGS:   11 17:13:43      -35.227017        0.032507
LBFGS:   12 17:13:43      -35.227272        0.026548
LBFGS:   13 17:13:44      -35.227362        0.027731
LBFGS:   14 17:13:44      -35.227547        0.032157
LBFGS:   15 17:13:44      -35.228037        0.043401
LBFGS:   16 17:13:45      -35.229372        0.067786
LBFGS:   17 17:13:45      -35.233237        0.115256
LBFGS:   18 17:13:45      -35.239033        0.186738
LBFGS:   19 17:13:46      -35.244604        0.153022
LBFGS:   20 17:13:46      -35.261563        0.019242
LBFGS:   21 17:13:47      -35.262188        0.004291
