       Step     Time          Energy          fmax
LBFGS:    0 16:48:25      -34.853821        0.706037
LBFGS:    1 16:48:25      -34.882661        0.639041
LBFGS:    2 16:48:25      -35.018005        0.552536
LBFGS:    3 16:48:26      -35.036474        0.498654
LBFGS:    4 16:48:26      -35.312482        0.340208
LBFGS:    5 16:48:27      -35.319262        0.342694
LBFGS:    6 16:48:27      -35.398056        0.184764
LBFGS:    7 16:48:27      -35.404746        0.136972
LBFGS:    8 16:48:28      -35.408039        0.073352
LBFGS:    9 16:48:28      -35.408498        0.063357
LBFGS:   10 16:48:29      -35.409883        0.048175
LBFGS:   11 16:48:29      -35.411079        0.042760
LBFGS:   12 16:48:30      -35.411902        0.031058
LBFGS:   13 16:48:30      -35.412133        0.034375
LBFGS:   14 16:48:30      -35.412298        0.039857
LBFGS:   15 16:48:31      -35.412666        0.049722
LBFGS:   16 16:48:31      -35.413582        0.067586
LBFGS:   17 16:48:32      -35.415869        0.095935
LBFGS:   18 16:48:32      -35.420644        0.127466
LBFGS:   19 16:48:32      -35.425920        0.126569
LBFGS:   20 16:48:33      -35.430915        0.084379
LBFGS:   21 16:48:33      -35.434721        0.011795
LBFGS:   22 16:48:34      -35.434806        0.000876
