       Step     Time          Energy          fmax
LBFGS:    0 16:39:32      -34.357267        0.750269
LBFGS:    1 16:39:33      -34.407529        0.701508
LBFGS:    2 16:39:33      -34.765123        0.873530
LBFGS:    3 16:39:33      -34.824061        0.686351
LBFGS:    4 16:39:34      -34.939632        0.410948
LBFGS:    5 16:39:34      -35.013250        0.150133
LBFGS:    6 16:39:35      -35.015506        0.132932
LBFGS:    7 16:39:35      -35.026749        0.140199
LBFGS:    8 16:39:35      -35.033927        0.122105
LBFGS:    9 16:39:36      -35.040831        0.064396
LBFGS:   10 16:39:36      -35.042699        0.035200
LBFGS:   11 16:39:36      -35.042938        0.021079
LBFGS:   12 16:39:37      -35.042999        0.023068
LBFGS:   13 16:39:37      -35.043324        0.030703
LBFGS:   14 16:39:38      -35.044044        0.043579
LBFGS:   15 16:39:38      -35.046596        0.078940
LBFGS:   16 16:39:38      -35.055887        0.203566
LBFGS:   17 16:39:39      -35.059966        0.329787
LBFGS:   18 16:39:39      -35.075710        0.239810
LBFGS:   19 16:39:39      -35.102165        0.098297
LBFGS:   20 16:39:40      -35.116532        0.027458
LBFGS:   21 16:39:40      -35.117544        0.005279
