       Step     Time          Energy          fmax
LBFGS:    0 17:19:15      -33.739742        1.238970
LBFGS:    1 17:19:16      -33.827871        1.105744
LBFGS:    2 17:19:16      -34.125777        0.859182
LBFGS:    3 17:19:16      -34.167954        0.606026
LBFGS:    4 17:19:17      -34.224146        0.490932
LBFGS:    5 17:19:17      -34.595718        0.562456
LBFGS:    6 17:19:17      -34.702968        0.654605
LBFGS:    7 17:19:18      -34.767662        0.521254
LBFGS:    8 17:19:18      -34.810953        0.370952
LBFGS:    9 17:19:19      -34.842128        0.220857
LBFGS:   10 17:19:19      -34.852653        0.188696
LBFGS:   11 17:19:19      -34.860833        0.144456
LBFGS:   12 17:19:20      -34.870945        0.091000
LBFGS:   13 17:19:20      -34.878587        0.047645
LBFGS:   14 17:19:20      -34.879878        0.024046
LBFGS:   15 17:19:21      -34.879943        0.018987
LBFGS:   16 17:19:21      -34.880013        0.019911
LBFGS:   17 17:19:21      -34.880198        0.027729
LBFGS:   18 17:19:22      -34.880732        0.043153
LBFGS:   19 17:19:22      -34.882324        0.074474
LBFGS:   20 17:19:23      -34.887978        0.164227
LBFGS:   21 17:19:23      -34.889719        0.247201
LBFGS:   22 17:19:23      -34.901835        0.192210
LBFGS:   23 17:19:24      -34.926303        0.093007
LBFGS:   24 17:19:24      -34.946150        0.037737
LBFGS:   25 17:19:24      -34.947944        0.006947
