       Step     Time          Energy          fmax
LBFGS:    0 17:43:21      -29.837351        2.706427
LBFGS:    1 17:43:22      -30.252132        2.417148
LBFGS:    2 17:43:22      -31.283831        1.219861
LBFGS:    3 17:43:22      -31.350769        0.837405
LBFGS:    4 17:43:23      -31.496125        0.547627
LBFGS:    5 17:43:23      -31.845364        0.641783
LBFGS:    6 17:43:23      -31.927438        0.484417
LBFGS:    7 17:43:24      -31.981055        0.457529
LBFGS:    8 17:43:24      -32.028580        0.585289
LBFGS:    9 17:43:24      -32.172097        1.279059
LBFGS:   10 17:43:25      -32.452811        2.454698
LBFGS:   11 17:43:25      -32.571890        2.701608
LBFGS:   12 17:43:25      -32.668325        2.662262
LBFGS:   13 17:43:26      -33.280677        1.863947
LBFGS:   14 17:43:26      -33.627753        1.115397
LBFGS:   15 17:43:26      -33.846516        0.581257
LBFGS:   16 17:43:26      -33.924999        0.226271
LBFGS:   17 17:43:27      -33.943395        0.073206
LBFGS:   18 17:43:27      -33.947456        0.021095
LBFGS:   19 17:43:27      -33.947631        0.007478
