       Step     Time          Energy          fmax
LBFGS:    0 16:52:54      -34.715005        0.668710
LBFGS:    1 16:52:54      -34.749210        0.625952
LBFGS:    2 16:52:55      -34.948656        0.984189
LBFGS:    3 16:52:55      -35.019195        0.625894
LBFGS:    4 16:52:56      -35.069084        0.557010
LBFGS:    5 16:52:56      -35.102600        0.650771
LBFGS:    6 16:52:56      -35.246049        0.186845
LBFGS:    7 16:52:57      -35.256606        0.147982
LBFGS:    8 16:52:57      -35.260122        0.141521
LBFGS:    9 16:52:58      -35.265809        0.164550
LBFGS:   10 16:52:58      -35.276163        0.159709
LBFGS:   11 16:52:58      -35.283242        0.100384
LBFGS:   12 16:52:59      -35.285763        0.041168
LBFGS:   13 16:52:59      -35.286261        0.022909
LBFGS:   14 16:53:00      -35.286320        0.022557
LBFGS:   15 16:53:00      -35.286488        0.024192
LBFGS:   16 16:53:00      -35.286880        0.032429
LBFGS:   17 16:53:01      -35.287995        0.054367
LBFGS:   18 16:53:01      -35.291145        0.099644
LBFGS:   19 16:53:01      -35.297958        0.169127
LBFGS:   20 16:53:02      -35.304108        0.161374
LBFGS:   21 16:53:02      -35.314950        0.077098
LBFGS:   22 16:53:03      -35.318043        0.015622
LBFGS:   23 16:53:03      -35.318163        0.001563
