       Step     Time          Energy          fmax
LBFGS:    0 16:23:20      -34.261559        0.974682
LBFGS:    1 16:23:20      -34.314660        0.875298
LBFGS:    2 16:23:20      -34.527813        0.651205
LBFGS:    3 16:23:21      -34.551097        0.540779
LBFGS:    4 16:23:21      -34.654812        0.336702
LBFGS:    5 16:23:22      -34.876980        0.513403
LBFGS:    6 16:23:22      -34.942431        0.687376
LBFGS:    7 16:23:22      -35.006408        0.528054
LBFGS:    8 16:23:23      -35.038395        0.420594
LBFGS:    9 16:23:23      -35.080389        0.279300
LBFGS:   10 16:23:23      -35.094376        0.246162
LBFGS:   11 16:23:24      -35.115690        0.140636
LBFGS:   12 16:23:24      -35.124870        0.071637
LBFGS:   13 16:23:24      -35.127488        0.023644
LBFGS:   14 16:23:25      -35.127533        0.022136
LBFGS:   15 16:23:25      -35.128426        0.036374
LBFGS:   16 16:23:26      -35.129989        0.056644
LBFGS:   17 16:23:26      -35.135293        0.113532
LBFGS:   18 16:23:26      -35.141083        0.204824
LBFGS:   19 16:23:27      -35.150182        0.160330
LBFGS:   20 16:23:27      -35.168841        0.013449
LBFGS:   21 16:23:27      -35.169331        0.005725
