       Step     Time          Energy          fmax
LBFGS:    0 17:21:02      -35.279616        0.440016
LBFGS:    1 17:21:03      -35.292130        0.397566
LBFGS:    2 17:21:03      -35.344818        0.326665
LBFGS:    3 17:21:04      -35.351559        0.302619
LBFGS:    4 17:21:04      -35.505349        0.258747
LBFGS:    5 17:21:05      -35.514145        0.274259
LBFGS:    6 17:21:05      -35.530859        0.131626
LBFGS:    7 17:21:06      -35.533495        0.072112
LBFGS:    8 17:21:06      -35.534280        0.070407
LBFGS:    9 17:21:06      -35.536378        0.086727
LBFGS:   10 17:21:07      -35.539273        0.081210
LBFGS:   11 17:21:07      -35.542217        0.065237
LBFGS:   12 17:21:08      -35.543402        0.036031
LBFGS:   13 17:21:08      -35.543671        0.034127
LBFGS:   14 17:21:09      -35.543821        0.038508
LBFGS:   15 17:21:09      -35.544218        0.045964
LBFGS:   16 17:21:10      -35.545125        0.055392
LBFGS:   17 17:21:10      -35.547161        0.065064
LBFGS:   18 17:21:10      -35.550493        0.074797
LBFGS:   19 17:21:11      -35.553902        0.059838
LBFGS:   20 17:21:11      -35.555443        0.021624
LBFGS:   21 17:21:12      -35.555626        0.003241
