       Step     Time          Energy          fmax
LBFGS:    0 17:30:10      -28.713123        3.061347
LBFGS:    1 17:30:11      -29.242740        2.743683
LBFGS:    2 17:30:11      -30.532353        1.182126
LBFGS:    3 17:30:11      -30.610088        1.074496
LBFGS:    4 17:30:12      -31.281807        0.399409
LBFGS:    5 17:30:12      -31.351058        0.099059
LBFGS:    6 17:30:12      -31.352208        0.103616
LBFGS:    7 17:30:13      -31.330731        0.215559
LBFGS:    8 17:30:13      -31.361477        0.151603
LBFGS:    9 17:30:13      -31.383801        0.279635
LBFGS:   10 17:30:13      -31.336477        0.212597
LBFGS:   11 17:30:14      -31.285966        0.374146
LBFGS:   12 17:30:14      -31.340013        0.022648
LBFGS:   13 17:30:14      -31.339495        0.007812
