       Step     Time          Energy          fmax
LBFGS:    0 17:12:17      -35.171373        0.519161
LBFGS:    1 17:12:17      -35.200026        0.491863
LBFGS:    2 17:12:18      -35.314798        0.579163
LBFGS:    3 17:12:18      -35.391688        0.273867
LBFGS:    4 17:12:18      -35.400825        0.267342
LBFGS:    5 17:12:19      -35.410083        0.241849
LBFGS:    6 17:12:19      -35.419453        0.186703
LBFGS:    7 17:12:20      -35.427494        0.119134
LBFGS:    8 17:12:20      -35.430195        0.139981
LBFGS:    9 17:12:20      -35.432226        0.142887
LBFGS:   10 17:12:21      -35.436387        0.125320
LBFGS:   11 17:12:21      -35.440413        0.075592
LBFGS:   12 17:12:22      -35.442622        0.046705
LBFGS:   13 17:12:22      -35.443067        0.022374
LBFGS:   14 17:12:22      -35.443134        0.018617
LBFGS:   15 17:12:23      -35.443223        0.023554
LBFGS:   16 17:12:23      -35.443460        0.032299
LBFGS:   17 17:12:24      -35.444106        0.046310
LBFGS:   18 17:12:24      -35.445734        0.068675
LBFGS:   19 17:12:24      -35.449273        0.095492
LBFGS:   20 17:12:25      -35.453518        0.106312
LBFGS:   21 17:12:25      -35.457389        0.066721
LBFGS:   22 17:12:26      -35.459155        0.011673
LBFGS:   23 17:12:26      -35.459251        0.001806
