       Step     Time          Energy          fmax
LBFGS:    0 17:38:25      -35.459778        0.355628
LBFGS:    1 17:38:26      -35.473259        0.332577
LBFGS:    2 17:38:26      -35.531567        0.277508
LBFGS:    3 17:38:27      -35.548705        0.125088
LBFGS:    4 17:38:27      -35.550482        0.121195
LBFGS:    5 17:38:28      -35.552197        0.111414
LBFGS:    6 17:38:28      -35.554506        0.084633
LBFGS:    7 17:38:29      -35.556533        0.080166
LBFGS:    8 17:38:29      -35.557595        0.091742
LBFGS:    9 17:38:29      -35.558460        0.092357
LBFGS:   10 17:38:30      -35.560007        0.082007
LBFGS:   11 17:38:30      -35.561849        0.057713
LBFGS:   12 17:38:31      -35.563089        0.040090
LBFGS:   13 17:38:31      -35.563446        0.017019
LBFGS:   14 17:38:32      -35.563488        0.011866
LBFGS:   15 17:38:32      -35.563503        0.013924
LBFGS:   16 17:38:33      -35.563592        0.019144
LBFGS:   17 17:38:33      -35.563775        0.026714
LBFGS:   18 17:38:33      -35.564244        0.038439
LBFGS:   19 17:38:34      -35.565198        0.050144
LBFGS:   20 17:38:34      -35.566532        0.048890
LBFGS:   21 17:38:35      -35.567552        0.027608
LBFGS:   22 17:38:35      -35.567927        0.005457
