       Step     Time          Energy          fmax
LBFGS:    0 16:26:22      -35.365201        0.272147
LBFGS:    1 16:26:23      -35.373044        0.246491
LBFGS:    2 16:26:23      -35.405193        0.217811
LBFGS:    3 16:26:24      -35.409308        0.202493
LBFGS:    4 16:26:24      -35.461098        0.172110
LBFGS:    5 16:26:25      -35.464563        0.090347
LBFGS:    6 16:26:25      -35.466205        0.076726
LBFGS:    7 16:26:26      -35.467270        0.070348
LBFGS:    8 16:26:26      -35.468587        0.086547
LBFGS:    9 16:26:27      -35.472946        0.116466
LBFGS:   10 16:26:27      -35.479810        0.127905
LBFGS:   11 16:26:28      -35.489539        0.097319
LBFGS:   12 16:26:28      -35.493684        0.049421
LBFGS:   13 16:26:29      -35.494282        0.023928
LBFGS:   14 16:26:29      -35.494376        0.019055
LBFGS:   15 16:26:30      -35.494431        0.021666
LBFGS:   16 16:26:30      -35.494717        0.031073
LBFGS:   17 16:26:30      -35.495222        0.040054
LBFGS:   18 16:26:31      -35.496238        0.045780
LBFGS:   19 16:26:31      -35.497401        0.036719
LBFGS:   20 16:26:32      -35.498096        0.015695
LBFGS:   21 16:26:32      -35.498213        0.003120
