       Step     Time          Energy          fmax
LBFGS:    0 17:46:05      -34.038378        1.045318
LBFGS:    1 17:46:05      -34.103311        0.938328
LBFGS:    2 17:46:05      -34.350511        0.773843
LBFGS:    3 17:46:06      -34.385245        0.599384
LBFGS:    4 17:46:06      -34.469647        0.444904
LBFGS:    5 17:46:07      -34.823904        0.530309
LBFGS:    6 17:46:07      -34.863973        0.463662
LBFGS:    7 17:46:07      -34.940254        0.345756
LBFGS:    8 17:46:08      -34.968073        0.238741
LBFGS:    9 17:46:08      -34.983345        0.117324
LBFGS:   10 17:46:08      -34.985318        0.091344
LBFGS:   11 17:46:09      -34.986638        0.072632
LBFGS:   12 17:46:09      -34.988914        0.043185
LBFGS:   13 17:46:09      -34.991104        0.041036
LBFGS:   14 17:46:10      -34.992054        0.032157
LBFGS:   15 17:46:10      -34.992177        0.023795
LBFGS:   16 17:46:10      -34.992243        0.019226
LBFGS:   17 17:46:11      -34.992440        0.026503
LBFGS:   18 17:46:11      -34.992928        0.040138
LBFGS:   19 17:46:11      -34.994383        0.067896
LBFGS:   20 17:46:12      -34.999007        0.133363
LBFGS:   21 17:46:12      -35.001533        0.229286
LBFGS:   22 17:46:13      -35.011349        0.173178
LBFGS:   23 17:46:13      -35.027228        0.108049
LBFGS:   24 17:46:13      -35.049078        0.037855
LBFGS:   25 17:46:14      -35.050535        0.009879
