       Step     Time          Energy          fmax
LBFGS:    0 16:59:39      -35.293661        0.438510
LBFGS:    1 16:59:40      -35.309755        0.405905
LBFGS:    2 16:59:40      -35.399143        0.499618
LBFGS:    3 16:59:40      -35.414953        0.404482
LBFGS:    4 16:59:41      -35.461815        0.257362
LBFGS:    5 16:59:41      -35.517618        0.198093
LBFGS:    6 16:59:42      -35.520961        0.165554
LBFGS:    7 16:59:42      -35.526908        0.153430
LBFGS:    8 16:59:43      -35.530949        0.170850
LBFGS:    9 16:59:43      -35.545301        0.168816
LBFGS:   10 16:59:44      -35.554533        0.095808
LBFGS:   11 16:59:44      -35.557950        0.040843
LBFGS:   12 16:59:44      -35.558328        0.020171
LBFGS:   13 16:59:45      -35.558395        0.021798
LBFGS:   14 16:59:45      -35.558543        0.024964
LBFGS:   15 16:59:46      -35.558929        0.030537
LBFGS:   16 16:59:46      -35.559854        0.041817
LBFGS:   17 16:59:47      -35.561789        0.063232
LBFGS:   18 16:59:47      -35.564758        0.072479
LBFGS:   19 16:59:48      -35.567385        0.049047
LBFGS:   20 16:59:48      -35.568271        0.013765
LBFGS:   21 16:59:48      -35.568370        0.001103
