       Step     Time          Energy          fmax
LBFGS:    0 17:12:27      -35.259020        0.476092
LBFGS:    1 17:12:27      -35.283252        0.448865
LBFGS:    2 17:12:28      -35.373086        0.423280
LBFGS:    3 17:12:28      -35.424358        0.163915
LBFGS:    4 17:12:28      -35.428811        0.150575
LBFGS:    5 17:12:29      -35.430778        0.140718
LBFGS:    6 17:12:29      -35.434366        0.110022
LBFGS:    7 17:12:30      -35.437748        0.089109
LBFGS:    8 17:12:30      -35.439561        0.099362
LBFGS:    9 17:12:30      -35.440449        0.094457
LBFGS:   10 17:12:31      -35.441743        0.076607
LBFGS:   11 17:12:31      -35.443240        0.052868
LBFGS:   12 17:12:32      -35.444216        0.040215
LBFGS:   13 17:12:32      -35.444519        0.022172
LBFGS:   14 17:12:32      -35.444581        0.019582
LBFGS:   15 17:12:33      -35.444655        0.024148
LBFGS:   16 17:12:33      -35.444875        0.033346
LBFGS:   17 17:12:34      -35.445404        0.048370
LBFGS:   18 17:12:34      -35.446804        0.073198
LBFGS:   19 17:12:34      -35.449782        0.103431
LBFGS:   20 17:12:35      -35.453698        0.105328
LBFGS:   21 17:12:35      -35.457340        0.059371
LBFGS:   22 17:12:36      -35.458809        0.010237
LBFGS:   23 17:12:36      -35.458879        0.001123
