       Step     Time          Energy          fmax
LBFGS:    0 16:35:43      -34.749389        0.645328
LBFGS:    1 16:35:43      -34.787707        0.612821
LBFGS:    2 16:35:44      -34.981560        0.907133
LBFGS:    3 16:35:44      -35.104623        0.510476
LBFGS:    4 16:35:44      -35.130862        0.485605
LBFGS:    5 16:35:45      -35.201964        0.303099
LBFGS:    6 16:35:45      -35.217210        0.199874
LBFGS:    7 16:35:45      -35.224195        0.143034
LBFGS:    8 16:35:46      -35.226771        0.158970
LBFGS:    9 16:35:46      -35.236354        0.167585
LBFGS:   10 16:35:47      -35.243289        0.119026
LBFGS:   11 16:35:47      -35.247180        0.044666
LBFGS:   12 16:35:47      -35.247953        0.023079
LBFGS:   13 16:35:48      -35.248024        0.020725
LBFGS:   14 16:35:48      -35.248146        0.021955
LBFGS:   15 16:35:48      -35.248491        0.027881
LBFGS:   16 16:35:49      -35.249398        0.046599
LBFGS:   17 16:35:49      -35.252107        0.087081
LBFGS:   18 16:35:50      -35.259335        0.161667
LBFGS:   19 16:35:50      -35.266598        0.183174
LBFGS:   20 16:35:50      -35.276008        0.137862
LBFGS:   21 16:35:51      -35.286129        0.025785
LBFGS:   22 16:35:51      -35.286531        0.002255
