       Step     Time          Energy          fmax
LBFGS:    0 15:36:40      -33.634551        1.337694
LBFGS:    1 15:36:50      -33.735321        1.205221
LBFGS:    2 15:36:59      -34.008187        0.984750
LBFGS:    3 15:37:09      -34.077548        0.445559
LBFGS:    4 15:37:19      -34.098129        0.468456
LBFGS:    5 15:37:29      -34.291492        0.487285
LBFGS:    6 15:37:39      -34.376881        0.460866
LBFGS:    7 15:37:49      -34.434266        0.463657
LBFGS:    8 15:37:58      -34.479266        0.586358
LBFGS:    9 15:38:08      -34.578362        0.771576
LBFGS:   10 15:38:17      -34.675556        0.727816
LBFGS:   11 15:38:27      -34.795451        0.507748
LBFGS:   12 15:38:37      -34.875841        0.348898
LBFGS:   13 15:38:46      -34.922869        0.087412
LBFGS:   14 15:38:56      -34.928260        0.048956
LBFGS:   15 15:39:06      -34.929190        0.033932
LBFGS:   16 15:39:16      -34.929313        0.030968
LBFGS:   17 15:39:25      -34.929475        0.032988
LBFGS:   18 15:39:35      -34.933485        0.063547
LBFGS:   19 15:39:45      -34.937600        0.069590
LBFGS:   20 15:39:55      -34.941448        0.041877
LBFGS:   21 15:40:04      -34.942531        0.012137
LBFGS:   22 15:40:14      -34.942632        0.001736
