       Step     Time          Energy          fmax
LBFGS:    0 01:07:13      -31.763005        1.757650
LBFGS:    1 01:07:23      -31.955080        1.606736
LBFGS:    2 01:07:34      -32.393905        1.319137
LBFGS:    3 01:07:45      -32.531399        0.520426
LBFGS:    4 01:07:55      -32.565338        0.389159
LBFGS:    5 01:08:05      -32.592749        0.537967
LBFGS:    6 01:08:16      -32.642216        0.650792
LBFGS:    7 01:08:27      -32.751577        0.659467
LBFGS:    8 01:08:37      -32.847195        0.506950
LBFGS:    9 01:08:48      -32.894178        0.383563
LBFGS:   10 01:08:59      -32.922479        0.370048
LBFGS:   11 01:09:09      -32.965110        0.549137
LBFGS:   12 01:09:20      -33.140023        1.047829
LBFGS:   13 01:09:30      -33.184508        1.075512
LBFGS:   14 01:09:40      -33.321153        1.006196
LBFGS:   15 01:09:50      -33.471188        0.882752
LBFGS:   16 01:10:00      -33.769303        0.444704
LBFGS:   17 01:10:11      -33.943140        0.330397
LBFGS:   18 01:10:21      -34.013512        0.067689
LBFGS:   19 01:10:32      -34.021126        0.018299
LBFGS:   20 01:10:42      -34.021235        0.012326
LBFGS:   21 01:10:53      -34.021257        0.013108
LBFGS:   22 01:11:03      -34.021382        0.017424
LBFGS:   23 01:11:13      -34.021619        0.023420
LBFGS:   24 01:11:24      -34.022182        0.031778
LBFGS:   25 01:11:34      -34.023082        0.035395
LBFGS:   26 01:11:45      -34.024058        0.026418
LBFGS:   27 01:11:55      -34.024540        0.009166
