       Step     Time          Energy          fmax
LBFGS:    0 18:05:23      -34.890006        0.160562
LBFGS:    1 18:05:32      -34.892273        0.150252
LBFGS:    2 18:05:42      -34.920867        0.266932
LBFGS:    3 18:05:51      -34.926006        0.207197
LBFGS:    4 18:06:01      -34.931212        0.168179
LBFGS:    5 18:06:10      -34.945949        0.091033
LBFGS:    6 18:06:20      -34.949197        0.135386
LBFGS:    7 18:06:29      -34.950955        0.146138
LBFGS:    8 18:06:38      -34.956494        0.155864
LBFGS:    9 18:06:48      -34.964960        0.139382
LBFGS:   10 18:06:57      -34.970709        0.055575
LBFGS:   11 18:07:06      -34.973121        0.057495
LBFGS:   12 18:07:16      -34.973957        0.036644
LBFGS:   13 18:07:25      -34.974343        0.030257
LBFGS:   14 18:07:35      -34.974440        0.033314
LBFGS:   15 18:07:44      -34.975158        0.050554
LBFGS:   16 18:07:54      -34.976105        0.061351
LBFGS:   17 18:08:03      -34.979055        0.076357
LBFGS:   18 18:08:13      -34.983305        0.074320
LBFGS:   19 18:08:22      -34.986274        0.059698
LBFGS:   20 18:08:31      -34.988069        0.017296
LBFGS:   21 18:08:41      -34.988243        0.005736
