       Step     Time          Energy          fmax
LBFGS:    0 01:21:13      -35.225928        0.711277
LBFGS:    1 01:21:23      -35.281475        0.658214
LBFGS:    2 01:21:33      -35.429314        0.574543
LBFGS:    3 01:21:42      -35.515889        0.140877
LBFGS:    4 01:21:52      -35.521855        0.107853
LBFGS:    5 01:22:01      -35.523030        0.108451
LBFGS:    6 01:22:11      -35.526333        0.110362
LBFGS:    7 01:22:21      -35.531595        0.104037
LBFGS:    8 01:22:31      -35.537006        0.094924
LBFGS:    9 01:22:40      -35.539041        0.061373
LBFGS:   10 01:22:50      -35.539536        0.044003
LBFGS:   11 01:23:00      -35.539796        0.034010
LBFGS:   12 01:23:10      -35.540043        0.023141
LBFGS:   13 01:23:19      -35.540224        0.011842
LBFGS:   14 01:23:29      -35.540274        0.004811
