       Step     Time          Energy          fmax
LBFGS:    0 09:12:13      -34.675797        0.963192
LBFGS:    1 09:12:22      -34.726449        0.868244
LBFGS:    2 09:12:32      -34.905477        0.656159
LBFGS:    3 09:12:41      -34.929575        0.443659
LBFGS:    4 09:12:50      -34.949102        0.361440
LBFGS:    5 09:13:00      -35.039640        0.241718
LBFGS:    6 09:13:09      -35.066253        0.196251
LBFGS:    7 09:13:19      -35.078329        0.190261
LBFGS:    8 09:13:28      -35.085203        0.207414
LBFGS:    9 09:13:38      -35.102971        0.328077
LBFGS:   10 09:13:48      -35.134966        0.878669
LBFGS:   11 09:13:57      -35.188013        0.631965
LBFGS:   12 09:14:07      -35.281294        0.459854
LBFGS:   13 09:14:17      -35.262468        0.555985
LBFGS:   14 09:14:26      -35.390404        0.126587
LBFGS:   15 09:14:35      -35.396731        0.057710
LBFGS:   16 09:14:45      -35.397287        0.043254
LBFGS:   17 09:14:54      -35.397498        0.046272
LBFGS:   18 09:15:04      -35.401539        0.085800
LBFGS:   19 09:15:13      -35.407126        0.111680
LBFGS:   20 09:15:22      -35.416652        0.108813
LBFGS:   21 09:15:32      -35.422915        0.053901
LBFGS:   22 09:15:41      -35.424363        0.013704
LBFGS:   23 09:15:51      -35.424527        0.001882
