       Step     Time          Energy          fmax
LBFGS:    0 17:15:58      -32.514035        1.539562
LBFGS:    1 17:16:09      -32.658561        1.398161
LBFGS:    2 17:16:19      -32.910742        1.418024
LBFGS:    3 17:16:29      -33.100683        0.464927
LBFGS:    4 17:16:39      -33.132974        0.417769
LBFGS:    5 17:16:49      -33.169949        0.589986
LBFGS:    6 17:16:59      -33.240563        0.758593
LBFGS:    7 17:17:09      -33.515994        1.193741
LBFGS:    8 17:17:19      -33.794873        1.490708
LBFGS:    9 17:17:30      -33.917577        1.150018
LBFGS:   10 17:17:40      -34.082894        0.929074
LBFGS:   11 17:17:50      -34.257378        0.463991
LBFGS:   12 17:18:00      -34.304552        0.437698
LBFGS:   13 17:18:09      -34.339910        0.392873
LBFGS:   14 17:18:19      -34.362329        0.332113
LBFGS:   15 17:18:29      -34.395134        0.183929
LBFGS:   16 17:18:39      -34.408425        0.069923
LBFGS:   17 17:18:49      -34.409691        0.025488
LBFGS:   18 17:18:59      -34.409785        0.018139
LBFGS:   19 17:19:09      -34.409841        0.018786
LBFGS:   20 17:19:19      -34.409978        0.023710
LBFGS:   21 17:19:29      -34.410324        0.031423
LBFGS:   22 17:19:39      -34.411110        0.040988
LBFGS:   23 17:19:48      -34.412559        0.046531
LBFGS:   24 17:19:58      -34.414202        0.036567
LBFGS:   25 17:20:08      -34.415160        0.015566
LBFGS:   26 17:20:18      -34.415366        0.002017
