       Step     Time          Energy          fmax
LBFGS:    0 07:01:35      -34.620954        0.809894
LBFGS:    1 07:01:45      -34.671887        0.748411
LBFGS:    2 07:01:54      -34.952386        1.042232
LBFGS:    3 07:02:03      -35.025631        0.738369
LBFGS:    4 07:02:13      -35.129980        0.565543
LBFGS:    5 07:02:23      -35.289537        0.425293
LBFGS:    6 07:02:32      -35.319495        0.180450
LBFGS:    7 07:02:42      -35.325166        0.186396
LBFGS:    8 07:02:51      -35.341261        0.203402
LBFGS:    9 07:03:00      -35.361003        0.217479
LBFGS:   10 07:03:10      -35.387737        0.151126
LBFGS:   11 07:03:19      -35.396174        0.080537
LBFGS:   12 07:03:29      -35.398213        0.038569
LBFGS:   13 07:03:38      -35.398621        0.021766
LBFGS:   14 07:03:47      -35.398670        0.021469
LBFGS:   15 07:03:57      -35.398964        0.026062
LBFGS:   16 07:04:06      -35.399399        0.039703
LBFGS:   17 07:04:16      -35.400482        0.059251
LBFGS:   18 07:04:25      -35.402100        0.066692
LBFGS:   19 07:04:35      -35.403541        0.047186
LBFGS:   20 07:04:44      -35.404183        0.016819
LBFGS:   21 07:04:54      -35.404291        0.001301
