       Step     Time          Energy          fmax
LBFGS:    0 21:58:54      -34.390704        0.252118
LBFGS:    1 21:59:04      -34.394404        0.241731
LBFGS:    2 21:59:13      -34.443194        0.302157
LBFGS:    3 21:59:22      -34.447523        0.274800
LBFGS:    4 21:59:32      -34.485561        0.107199
LBFGS:    5 21:59:41      -34.506910        0.083175
LBFGS:    6 21:59:50      -34.509552        0.035186
LBFGS:    7 21:59:59      -34.509793        0.032564
LBFGS:    8 22:00:09      -34.509994        0.033041
LBFGS:    9 22:00:18      -34.510757        0.038905
LBFGS:   10 22:00:27      -34.512022        0.051913
LBFGS:   11 22:00:36      -34.513220        0.050967
LBFGS:   12 22:00:46      -34.513966        0.033410
LBFGS:   13 22:00:55      -34.514254        0.021449
LBFGS:   14 22:01:04      -34.514290        0.020671
LBFGS:   15 22:01:14      -34.514552        0.030156
LBFGS:   16 22:01:23      -34.515368        0.042123
LBFGS:   17 22:01:32      -34.517321        0.075148
LBFGS:   18 22:01:42      -34.518753        0.044352
LBFGS:   19 22:01:51      -34.521425        0.015563
LBFGS:   20 22:02:00      -34.522626        0.005549
