       Step     Time          Energy          fmax
LBFGS:    0 10:02:08      -35.264804        0.333629
LBFGS:    1 10:02:17      -35.276502        0.308134
LBFGS:    2 10:02:26      -35.320296        0.158559
LBFGS:    3 10:02:36      -35.326961        0.081294
LBFGS:    4 10:02:45      -35.327584        0.074703
LBFGS:    5 10:02:54      -35.328588        0.067103
LBFGS:    6 10:03:04      -35.330498        0.081472
LBFGS:    7 10:03:13      -35.333305        0.100422
LBFGS:    8 10:03:22      -35.335471        0.090504
LBFGS:    9 10:03:32      -35.336417        0.069435
LBFGS:   10 10:03:41      -35.337096        0.057931
LBFGS:   11 10:03:51      -35.337818        0.056424
LBFGS:   12 10:04:00      -35.338467        0.042936
LBFGS:   13 10:04:10      -35.338826        0.024865
LBFGS:   14 10:04:19      -35.338950        0.025435
LBFGS:   15 10:04:28      -35.339044        0.029026
LBFGS:   16 10:04:38      -35.339289        0.036031
LBFGS:   17 10:04:47      -35.339822        0.046216
LBFGS:   18 10:04:56      -35.340891        0.055360
LBFGS:   19 10:05:06      -35.342179        0.048332
LBFGS:   20 10:05:15      -35.342984        0.023775
LBFGS:   21 10:05:24      -35.343197        0.004420
