       Step     Time          Energy          fmax
LBFGS:    0 16:47:01      -33.976544        1.157425
LBFGS:    1 16:47:11      -34.056341        1.039040
LBFGS:    2 16:47:21      -34.291709        0.847648
LBFGS:    3 16:47:30      -34.341142        0.491634
LBFGS:    4 16:47:40      -34.369456        0.477576
LBFGS:    5 16:47:49      -34.814769        0.543790
LBFGS:    6 16:47:59      -34.786829        0.685991
LBFGS:    7 16:48:08      -34.785433        0.695475
LBFGS:    8 16:48:17      -34.764556        0.725470
LBFGS:    9 16:48:27      -34.792358        0.680288
LBFGS:   10 16:48:36      -34.799880        0.663147
LBFGS:   11 16:48:46      -34.870239        0.473321
LBFGS:   12 16:48:55      -34.952997        0.308442
LBFGS:   13 16:49:05      -35.079953        0.142538
LBFGS:   14 16:49:14      -35.085471        0.075512
LBFGS:   15 16:49:24      -35.086754        0.097271
LBFGS:   16 16:49:33      -35.088572        0.103037
LBFGS:   17 16:49:43      -35.091424        0.080986
LBFGS:   18 16:49:53      -35.093016        0.040296
LBFGS:   19 16:50:02      -35.093542        0.031885
LBFGS:   20 16:50:12      -35.093696        0.031375
LBFGS:   21 16:50:22      -35.093955        0.034471
LBFGS:   22 16:50:32      -35.094606        0.044811
LBFGS:   23 16:50:41      -35.096137        0.064290
LBFGS:   24 16:50:51      -35.098880        0.080175
LBFGS:   25 16:51:00      -35.102237        0.069108
LBFGS:   26 16:51:10      -35.104235        0.032025
LBFGS:   27 16:51:20      -35.104623        0.008762
