       Step     Time          Energy          fmax
LBFGS:    0 22:18:07      -35.091152        0.306300
LBFGS:    1 22:18:16      -35.097391        0.275661
LBFGS:    2 22:18:25      -35.126778        0.250370
LBFGS:    3 22:18:35      -35.130889        0.237711
LBFGS:    4 22:18:44      -35.126471        0.478611
LBFGS:    5 22:18:53      -35.185409        0.105178
LBFGS:    6 22:19:03      -35.195597        0.072580
LBFGS:    7 22:19:12      -35.197658        0.098737
LBFGS:    8 22:19:22      -35.198450        0.090757
LBFGS:    9 22:19:31      -35.206402        0.099959
LBFGS:   10 22:19:41      -35.210724        0.095281
LBFGS:   11 22:19:50      -35.216903        0.072512
LBFGS:   12 22:20:00      -35.218375        0.043832
LBFGS:   13 22:20:09      -35.218926        0.044875
LBFGS:   14 22:20:18      -35.219324        0.048333
LBFGS:   15 22:20:28      -35.220005        0.053361
LBFGS:   16 22:20:37      -35.221737        0.063765
LBFGS:   17 22:20:46      -35.225862        0.099696
LBFGS:   18 22:20:56      -35.232999        0.115633
LBFGS:   19 22:21:05      -35.238111        0.075983
LBFGS:   20 22:21:15      -35.240206        0.023418
LBFGS:   21 22:21:24      -35.240441        0.001925
