       Step     Time          Energy          fmax
LBFGS:    0 18:45:15      -35.417578        0.440731
LBFGS:    1 18:45:25      -35.438509        0.404713
LBFGS:    2 18:45:34      -35.510172        0.241587
LBFGS:    3 18:45:45      -35.525165        0.096471
LBFGS:    4 18:45:55      -35.526307        0.088756
LBFGS:    5 18:46:04      -35.527183        0.084592
LBFGS:    6 18:46:15      -35.529364        0.072986
LBFGS:    7 18:46:24      -35.532211        0.095237
LBFGS:    8 18:46:34      -35.534558        0.091491
LBFGS:    9 18:46:44      -35.535518        0.074185
LBFGS:   10 18:46:54      -35.536161        0.055694
LBFGS:   11 18:47:04      -35.536865        0.045557
LBFGS:   12 18:47:14      -35.537408        0.034347
LBFGS:   13 18:47:23      -35.537651        0.018885
LBFGS:   14 18:47:34      -35.537705        0.013040
LBFGS:   15 18:47:44      -35.537731        0.015278
LBFGS:   16 18:47:53      -35.537803        0.020015
LBFGS:   17 18:48:03      -35.537961        0.027078
LBFGS:   18 18:48:13      -35.538308        0.035548
LBFGS:   19 18:48:23      -35.538859        0.037423
LBFGS:   20 18:48:32      -35.539350        0.024325
LBFGS:   21 18:48:42      -35.539537        0.007805
