       Step     Time          Energy          fmax
LBFGS:    0 16:05:52      -35.392521        0.532718
LBFGS:    1 16:06:02      -35.423321        0.493816
LBFGS:    2 16:06:11      -35.520847        0.411707
LBFGS:    3 16:06:21      -35.562504        0.139193
LBFGS:    4 16:06:30      -35.565783        0.127293
LBFGS:    5 16:06:39      -35.567267        0.123703
LBFGS:    6 16:06:49      -35.570985        0.110164
LBFGS:    7 16:06:58      -35.575854        0.119534
LBFGS:    8 16:07:08      -35.580083        0.126589
LBFGS:    9 16:07:17      -35.581913        0.110787
LBFGS:   10 16:07:26      -35.583217        0.088576
LBFGS:   11 16:07:36      -35.584793        0.056831
LBFGS:   12 16:07:45      -35.585906        0.042589
LBFGS:   13 16:07:55      -35.586348        0.021610
LBFGS:   14 16:08:04      -35.586424        0.010932
LBFGS:   15 16:08:14      -35.586441        0.011980
LBFGS:   16 16:08:23      -35.586484        0.015865
LBFGS:   17 16:08:32      -35.586584        0.022044
LBFGS:   18 16:08:42      -35.586814        0.030393
LBFGS:   19 16:08:51      -35.587222        0.035368
LBFGS:   20 16:09:01      -35.587669        0.027654
LBFGS:   21 16:09:10      -35.587895        0.011365
LBFGS:   22 16:09:20      -35.587942        0.001403
