       Step     Time          Energy          fmax
LBFGS:    0 19:51:55      -33.142271        1.404761
LBFGS:    1 19:52:05      -33.259238        1.268717
LBFGS:    2 19:52:16      -33.528787        1.136110
LBFGS:    3 19:52:26      -33.637066        0.388883
LBFGS:    4 19:52:36      -33.661489        0.470168
LBFGS:    5 19:52:46      -33.771191        0.757952
LBFGS:    6 19:52:57      -33.975325        1.023564
LBFGS:    7 19:53:07      -34.267339        1.321868
LBFGS:    8 19:53:17      -34.425377        0.985941
LBFGS:    9 19:53:27      -34.541511        0.669592
LBFGS:   10 19:53:37      -34.642534        0.317180
LBFGS:   11 19:53:47      -34.656338        0.314195
LBFGS:   12 19:53:57      -34.672630        0.293382
LBFGS:   13 19:54:07      -34.691302        0.228842
LBFGS:   14 19:54:17      -34.707937        0.114439
LBFGS:   15 19:54:27      -34.713564        0.045043
LBFGS:   16 19:54:37      -34.713889        0.025496
LBFGS:   17 19:54:47      -34.713966        0.021486
LBFGS:   18 19:54:57      -34.714142        0.026404
LBFGS:   19 19:55:07      -34.714561        0.033809
LBFGS:   20 19:55:17      -34.715552        0.042882
LBFGS:   21 19:55:27      -34.717496        0.055206
LBFGS:   22 19:55:37      -34.719872        0.058587
LBFGS:   23 19:55:47      -34.721483        0.032839
LBFGS:   24 19:55:57      -34.721972        0.004487
