       Step     Time          Energy          fmax
LBFGS:    0 00:04:21      -34.349151        0.939949
LBFGS:    1 00:04:30      -34.418724        0.862407
LBFGS:    2 00:04:40      -34.766426        1.037998
LBFGS:    3 00:04:49      -34.840114        0.786945
LBFGS:    4 00:04:59      -34.998127        0.519306
LBFGS:    5 00:05:09      -35.153203        0.410611
LBFGS:    6 00:05:18      -35.173877        0.229225
LBFGS:    7 00:05:28      -35.180533        0.208382
LBFGS:    8 00:05:38      -35.213947        0.270199
LBFGS:    9 00:05:47      -35.231209        0.259756
LBFGS:   10 00:05:57      -35.257781        0.129151
LBFGS:   11 00:06:07      -35.263409        0.061524
LBFGS:   12 00:06:16      -35.264795        0.018589
LBFGS:   13 00:06:26      -35.264861        0.014833
LBFGS:   14 00:06:36      -35.264896        0.015899
LBFGS:   15 00:06:45      -35.265060        0.018945
LBFGS:   16 00:06:55      -35.265384        0.021927
LBFGS:   17 00:07:05      -35.266131        0.024069
LBFGS:   18 00:07:15      -35.267271        0.024073
LBFGS:   19 00:07:25      -35.268147        0.016791
LBFGS:   20 00:07:35      -35.268439        0.005365
