       Step     Time          Energy          fmax
LBFGS:    0 23:32:44      -31.622124        1.826246
LBFGS:    1 23:32:54      -31.826695        1.676192
LBFGS:    2 23:33:04      -32.351771        1.262868
LBFGS:    3 23:33:14      -32.459797        0.509538
LBFGS:    4 23:33:25      -32.493426        0.442076
LBFGS:    5 23:33:35      -32.532901        0.618809
LBFGS:    6 23:33:45      -32.600839        0.732599
LBFGS:    7 23:33:55      -32.727925        0.654519
LBFGS:    8 23:34:06      -32.803632        0.361649
LBFGS:    9 23:34:16      -32.827250        0.133646
LBFGS:   10 23:34:26      -32.830617        0.017141
LBFGS:   11 23:34:36      -32.830686        0.000317
