       Step     Time          Energy          fmax
LBFGS:    0 04:27:41      -34.812443        0.772513
LBFGS:    1 04:27:51      -34.873090        0.741450
LBFGS:    2 04:28:01      -35.225376        0.789099
LBFGS:    3 04:28:10      -35.323247        0.412303
LBFGS:    4 04:28:20      -35.345612        0.399950
LBFGS:    5 04:28:29      -35.364561        0.359412
LBFGS:    6 04:28:38      -35.384009        0.276875
LBFGS:    7 04:28:48      -35.400569        0.189226
LBFGS:    8 04:28:58      -35.407333        0.225493
LBFGS:    9 04:29:07      -35.413093        0.235194
LBFGS:   10 04:29:17      -35.424209        0.216364
LBFGS:   11 04:29:26      -35.436123        0.148200
LBFGS:   12 04:29:36      -35.443982        0.072733
LBFGS:   13 04:29:45      -35.445923        0.018176
LBFGS:   14 04:29:55      -35.445998        0.007374
