       Step     Time          Energy          fmax
LBFGS:    0 12:33:27      -33.976544        1.157426
LBFGS:    1 12:33:37      -34.056341        1.039038
LBFGS:    2 12:33:46      -34.291715        0.847623
LBFGS:    3 12:33:56      -34.341143        0.491640
LBFGS:    4 12:34:05      -34.369458        0.477569
LBFGS:    5 12:34:15      -34.815167        0.543062
LBFGS:    6 12:34:24      -34.788336        0.683873
LBFGS:    7 12:34:34      -34.787254        0.694133
LBFGS:    8 12:34:43      -34.766119        0.723580
LBFGS:    9 12:34:53      -34.794674        0.678065
LBFGS:   10 12:35:02      -34.802749        0.659775
LBFGS:   11 12:35:12      -34.874401        0.466977
LBFGS:   12 12:35:21      -34.958236        0.301253
LBFGS:   13 12:35:30      -35.079519        0.142690
LBFGS:   14 12:35:40      -35.085410        0.074047
LBFGS:   15 12:35:49      -35.086661        0.094540
LBFGS:   16 12:35:59      -35.088648        0.103107
LBFGS:   17 12:36:08      -35.091340        0.083748
LBFGS:   18 12:36:18      -35.092986        0.042967
LBFGS:   19 12:36:28      -35.093511        0.030800
LBFGS:   20 12:36:38      -35.093671        0.031778
LBFGS:   21 12:36:47      -35.093915        0.035829
LBFGS:   22 12:36:56      -35.094544        0.046281
LBFGS:   23 12:37:06      -35.096014        0.064311
LBFGS:   24 12:37:15      -35.098707        0.078806
LBFGS:   25 12:37:25      -35.102117        0.068144
LBFGS:   26 12:37:35      -35.104181        0.032442
LBFGS:   27 12:37:44      -35.104615        0.009075
