       Step     Time          Energy          fmax
LBFGS:    0 17:58:50      -34.571379        0.848703
LBFGS:    1 17:59:00      -34.618498        0.769923
LBFGS:    2 17:59:09      -34.807757        0.789044
LBFGS:    3 17:59:19      -34.848259        0.584551
LBFGS:    4 17:59:28      -34.920417        0.493069
LBFGS:    5 17:59:38      -35.245754        0.573618
LBFGS:    6 17:59:47      -35.286704        0.398693
LBFGS:    7 17:59:56      -35.326590        0.180214
LBFGS:    8 18:00:06      -35.340511        0.172698
LBFGS:    9 18:00:15      -35.343396        0.175072
LBFGS:   10 18:00:25      -35.363161        0.149660
LBFGS:   11 18:00:34      -35.374239        0.098026
LBFGS:   12 18:00:43      -35.377453        0.049823
LBFGS:   13 18:00:53      -35.378015        0.027129
LBFGS:   14 18:01:03      -35.378155        0.031287
LBFGS:   15 18:01:12      -35.378337        0.035320
LBFGS:   16 18:01:22      -35.378925        0.042607
LBFGS:   17 18:01:31      -35.380183        0.050223
LBFGS:   18 18:01:41      -35.382753        0.054044
LBFGS:   19 18:01:50      -35.386012        0.042469
LBFGS:   20 18:02:00      -35.387932        0.021460
LBFGS:   21 18:02:09      -35.388351        0.005306
