       Step     Time          Energy          fmax
LBFGS:    0 16:35:45      -34.175482        1.061593
LBFGS:    1 16:35:55      -34.244915        0.953244
LBFGS:    2 16:36:04      -34.466802        0.806262
LBFGS:    3 16:36:14      -34.510324        0.523144
LBFGS:    4 16:36:23      -34.547557        0.480097
LBFGS:    5 16:36:33      -35.009010        0.521558
LBFGS:    6 16:36:43      -34.918384        0.828080
LBFGS:    7 16:36:52      -35.115657        0.402292
LBFGS:    8 16:37:02      -35.142171        0.312922
LBFGS:    9 16:37:11      -35.176966        0.103583
LBFGS:   10 16:37:21      -35.177986        0.077166
LBFGS:   11 16:37:30      -35.179274        0.089021
LBFGS:   12 16:37:40      -35.183110        0.097986
LBFGS:   13 16:37:49      -35.185746        0.070264
LBFGS:   14 16:37:59      -35.186902        0.033882
LBFGS:   15 16:38:08      -35.187170        0.033212
LBFGS:   16 16:38:18      -35.187304        0.033864
LBFGS:   17 16:38:27      -35.187642        0.038000
LBFGS:   18 16:38:37      -35.188429        0.048698
LBFGS:   19 16:38:46      -35.190162        0.064678
LBFGS:   20 16:38:56      -35.193025        0.071140
LBFGS:   21 16:39:05      -35.195678        0.050142
LBFGS:   22 16:39:15      -35.196663        0.019645
LBFGS:   23 16:39:25      -35.196854        0.002444
