# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1     722     0.00000     0.00000     0.00959   -4.038157744   -4.686959674   -0.648801930
     1     722     0.00000     0.00000     0.01096   -4.035063285   -4.748164624   -0.713101339
     1     722     0.00000     0.00000     0.01233   -4.033250696   -4.791746443   -0.758495748
     1     722     0.00000     0.00000     0.01370   -4.032091262   -4.814899243   -0.782807981
     1     722     0.00000     0.00000     0.01507   -4.031220096   -4.825998994   -0.794778898
     1     722     0.00000     0.00000     0.01644   -4.030466746   -4.830203810   -0.799737064
     1     722     0.00000     0.00000     0.01781   -4.029748563   -4.829795005   -0.800046442
     1     722     0.00000     0.00000     0.01918   -4.029023563   -4.825694061   -0.796670498
     1     722     0.00000     0.00000     0.02055   -4.028258379   -4.818218205   -0.789959826
     1     722     0.00000     0.00000     0.02192   -4.027430303   -4.807384849   -0.779954546
     1     722     0.00000     0.00000     0.02329   -4.026516069   -4.793067068   -0.766550999
     1     722     0.00000     0.00000     0.02466   -4.025498686   -4.775148504   -0.749649818
     1     722     0.00000     0.00000     0.02603   -4.024361465   -4.753577790   -0.729216325
     1     722     0.00000     0.00000     0.02740   -4.023089114   -4.728527125   -0.705438011
     1     722     0.00000     0.00000     0.02877   -4.021673658   -4.700465078   -0.678791421
     1     722     0.00000     0.00000     0.03014   -4.020120157   -4.670283567   -0.650163411
     1     722     0.00000     0.00000     0.03151   -4.018442800   -4.639205692   -0.620762892
     1     722     0.00000     0.00000     0.03288   -4.016684555   -4.608717066   -0.592032511
     1     722     0.00000     0.00000     0.03425   -4.014903752   -4.580286515   -0.565382763
     1     722     0.00000     0.00000     0.03562   -4.013199612   -4.555182781   -0.541983168
     1     722     0.00000     0.00000     0.03699   -4.011679186   -4.534334724   -0.522655538
     1     722     0.00000     0.00000     0.03836   -4.010470795   -4.518581693   -0.508110898
     1     722     0.00000     0.00000     0.03973   -4.009690904   -4.508715500   -0.499024596
     1     722     0.00000     0.00000     0.04110   -4.009421730   -4.505352682   -0.495930952
     1     723     0.00000     0.00000     0.00000   -4.023556079   -4.528307970   -0.504751891
     1     723     0.00000     0.00000     0.00137   -4.025459502   -4.596439414   -0.570979912
     1     723     0.00000     0.00000     0.00274   -4.027767719   -4.707608419   -0.679840701
     1     723     0.00000     0.00000     0.00411   -4.028758124   -4.776895554   -0.748137430
     1     723     0.00000     0.00000     0.00548   -4.028888032   -4.808654066   -0.779766035
     1     723     0.00000     0.00000     0.00685   -4.028418778   -4.816585028   -0.788166250
     1     723     0.00000     0.00000     0.00822   -4.027280815   -4.800940817   -0.773660002
     1     723     0.00000     0.00000     0.00959   -4.025127558   -4.753854644   -0.728727085
     1     723     0.00000     0.00000     0.01096   -4.021737299   -4.690344363   -0.668607065
     1     723     0.00000     0.00000     0.01233   -4.017542386   -4.642479427   -0.624937041
     1     723     0.00000     0.00000     0.01370   -4.013139783   -4.612852143   -0.599712361
     1     723     0.00000     0.00000     0.01507   -4.008834543   -4.592773754   -0.583939211
     1     723     0.00000     0.00000     0.01644   -4.004704721   -4.576859813   -0.572155092
     1     723     0.00000     0.00000     0.01781   -4.000753982   -4.562718999   -0.561965017
     1     723     0.00000     0.00000     0.01918   -3.996962883   -4.549376217   -0.552413335
     1     723     0.00000     0.00000     0.02055   -3.993298901   -4.536453019   -0.543154118
     1     723     0.00000     0.00000     0.02192   -3.989747360   -4.523863212   -0.534115852
     1     723     0.00000     0.00000     0.02329   -3.986293739   -4.511646497   -0.525352758
     1     723     0.00000     0.00000     0.02466   -3.982940821   -4.499924330   -0.516983509
     1     723     0.00000     0.00000     0.02603   -3.979688939   -4.488866294   -0.509177355
     1     723     0.00000     0.00000     0.02740   -3.976540941   -4.478675614   -0.502134674
     1     723     0.00000     0.00000     0.02877   -3.973502982   -4.469570867   -0.496067885
     1     723     0.00000     0.00000     0.03014   -3.970590009   -4.461771120   -0.491181112
     1     723     0.00000     0.00000     0.03151   -3.967802360   -4.455377457   -0.487575096
     1     723     0.00000     0.00000     0.03288   -3.965152895   -4.450310860   -0.485157966
     1     723     0.00000     0.00000     0.03425   -3.962640115   -4.446147463   -0.483507349
     1     723     0.00000     0.00000     0.03562   -3.960287945   -4.442062499   -0.481774554
     1     723     0.00000     0.00000     0.03699   -3.958119701   -4.436830003   -0.478710302
     1     723     0.00000     0.00000     0.03836   -3.956237561   -4.429483122   -0.473245560
     1     723     0.00000     0.00000     0.03973   -3.954865329   -4.421059230   -0.466193901
     1     723     0.00000     0.00000     0.04110   -3.954343276   -4.416813976   -0.462470700
     1     724     0.00000     0.00000     0.00000   -4.002419732   -4.632226203   -0.629806471
     1     724     0.00000     0.00000     0.00137   -4.000837056   -4.623944018   -0.623106962
     1     724     0.00000     0.00000     0.00274   -3.998914783   -4.616940497   -0.618025713
