# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1     719     0.00000     0.00000     0.02192   -4.273881625   -4.852882639   -0.579001014
     1     719     0.00000     0.00000     0.02329   -4.286160081   -4.839406771   -0.553246690
     1     719     0.00000     0.00000     0.02466   -4.296050229   -4.848603401   -0.552553172
     1     719     0.00000     0.00000     0.02603   -4.305731293   -4.860730604   -0.554999311
     1     719     0.00000     0.00000     0.02740   -4.315398228   -4.872782758   -0.557384530
     1     719     0.00000     0.00000     0.02877   -4.325051183   -4.884485776   -0.559434593
     1     719     0.00000     0.00000     0.03014   -4.334642563   -4.895677337   -0.561034774
     1     719     0.00000     0.00000     0.03151   -4.344114126   -4.906207741   -0.562093615
     1     719     0.00000     0.00000     0.03288   -4.353414427   -4.915968129   -0.562553702
     1     719     0.00000     0.00000     0.03425   -4.362459799   -4.924874614   -0.562414815
     1     719     0.00000     0.00000     0.03562   -4.371169357   -4.932908266   -0.561738909
     1     719     0.00000     0.00000     0.03699   -4.379432268   -4.940028571   -0.560596303
     1     719     0.00000     0.00000     0.03836   -4.387057261   -4.945949871   -0.558892610
     1     719     0.00000     0.00000     0.03973   -4.393635530   -4.949589193   -0.555953663
     1     719     0.00000     0.00000     0.04110   -4.397100167   -4.949092307   -0.551992140
     1     720     0.00000     0.00000     0.00000   -4.128637729   -4.646680855   -0.518043126
     1     720     0.00000     0.00000     0.00137   -4.128411651   -4.646076291   -0.517664640
     1     720     0.00000     0.00000     0.00274   -4.128044738   -4.645445399   -0.517400661
     1     720     0.00000     0.00000     0.00411   -4.128355018   -4.648270957   -0.519915940
     1     720     0.00000     0.00000     0.00548   -4.130282060   -4.658945377   -0.528663317
     1     720     0.00000     0.00000     0.00685   -4.134324894   -4.678462769   -0.544137875
     1     720     0.00000     0.00000     0.00822   -4.140417752   -4.703655077   -0.563237325
     1     720     0.00000     0.00000     0.00959   -4.148492344   -4.730479023   -0.581986678
     1     720     0.00000     0.00000     0.01096   -4.158708227   -4.753054168   -0.594345940
     1     720     0.00000     0.00000     0.01233   -4.170824859   -4.768696338   -0.597871478
     1     720     0.00000     0.00000     0.01370   -4.184106809   -4.781038175   -0.596931366
     1     720     0.00000     0.00000     0.01507   -4.197615661   -4.791998816   -0.594383155
     1     720     0.00000     0.00000     0.01644   -4.206694082   -4.789957019   -0.583262937
     1     720     0.00000     0.00000     0.01781   -4.202705274   -4.782781632   -0.580076358
     1     720     0.00000     0.00000     0.01918   -4.195714421   -4.777671405   -0.581956984
     1     720     0.00000     0.00000     0.02055   -4.189668173   -4.791760062   -0.602091889
     1     720     0.00000     0.00000     0.02192   -4.192557880   -4.835407147   -0.642849266
     1     720     0.00000     0.00000     0.02329   -4.197018255   -4.853621809   -0.656603554
     1     720     0.00000     0.00000     0.02466   -4.201281067   -4.869768510   -0.668487444
     1     720     0.00000     0.00000     0.02603   -4.205241502   -4.884875806   -0.679634305
     1     720     0.00000     0.00000     0.02740   -4.208876605   -4.898930368   -0.690053763
     1     720     0.00000     0.00000     0.02877   -4.212181001   -4.911735331   -0.699554330
     1     720     0.00000     0.00000     0.03014   -4.215149318   -4.923020368   -0.707871050
     1     720     0.00000     0.00000     0.03151   -4.217775236   -4.932515574   -0.714740338
